Metadata_broad_sample,mean_average_precision,indices,p_value,corrected_p_value,below_p,below_corrected_p
BRD-A12994259-001-11-9,0.016235902464552417,"[72, 152, 209, 319]",0.3625637436256374,0.402848604028486,False,False
BRD-A22769835-300-05-7,0.016482501630898552,"[30, 119, 155, 327]",0.3558644135586441,0.402848604028486,False,False
BRD-A53576514-048-02-8,0.11182704324012602,"[36, 62, 219, 287]",0.026797320267973202,0.038281886097104575,True,True
BRD-A87435144-001-01-6,0.14438900937482255,"[11, 261, 316, 332]",0.0183981601839816,0.02714482650095646,True,True
BRD-K00818915-001-02-9,0.17626658942148146,"[67, 85, 90, 143]",0.013498650134986502,0.02169425914551402,True,True
BRD-K01826510-001-09-9,0.03568120159296298,"[13, 79, 238, 307]",0.12308769123087691,0.1653416747877451,False,False
BRD-K02965346-001-01-8,0.34917105310985275,"[8, 26, 190, 300]",0.0030996900309969004,0.0059355766551004475,True,True
BRD-K03063480-001-08-9,1.0,"[86, 107, 180, 245]",9.999000099990002e-05,0.00023074615615361542,True,True
BRD-K04923131-001-17-9,0.6309523809523809,"[95, 175, 242, 302]",9.999000099990002e-05,0.00023074615615361542,True,True
BRD-K06182768-001-02-3,0.06473073962895227,"[15, 140, 170, 311]",0.0537946205379462,0.07335630073356302,False,False
BRD-K06883221-001-02-9,0.012347279965694156,"[32, 206, 283, 326]",0.5261473852614739,0.5442903985463523,False,False
BRD-K09372874-001-02-9,0.8143601190476191,"[14, 40, 108, 303]",9.999000099990002e-05,0.00023074615615361542,True,True
BRD-K12511835-003-03-9,1.0,"[187, 205, 273, 294]",9.999000099990002e-05,0.00023074615615361542,True,True
BRD-K12737986-001-01-4,0.010819125240454143,"[121, 207, 284, 328]",0.6223377662233777,0.6364818063648181,False,False
BRD-K13094524-001-10-9,0.4907002005347594,"[99, 174, 334, 356]",9.999000099990002e-05,0.00023074615615361542,True,True
BRD-K13606314-001-02-9,0.019273501030915165,"[5, 126, 191, 351]",0.2880711928807119,0.3390440176761545,False,False
BRD-K16189898-001-26-9,1.0,"[45, 112, 148, 168]",9.999000099990002e-05,0.00023074615615361542,True,True
BRD-K16803204-001-02-9,0.027948415707368335,"[169, 178, 246, 333]",0.16928307169283072,0.21160383961603837,False,False
BRD-K17953061-001-05-1,0.9791666666666666,"[132, 274, 323, 352]",9.999000099990002e-05,0.00023074615615361542,True,True
BRD-K19477839-001-10-9,0.02332898410819968,"[1, 59, 208, 339]",0.22057794220577942,0.2719454081989061,False,False
BRD-K19871656-001-01-3,0.9666666666666667,"[74, 92, 133, 186]",9.999000099990002e-05,0.00023074615615361542,True,True
BRD-K20290250-001-03-9,0.23686964354073003,"[83, 136, 183, 255]",0.008399160083991601,0.014432519012249716,True,True
BRD-K21728777-001-03-9,1.0,"[21, 124, 279, 353]",9.999000099990002e-05,0.00023074615615361542,True,True
