,0
0,0.5172847591084575
1,0.6591372255426174
2,0.7221371896367759
3,0.7619902334641776
4,0.7880866269350317
5,0.8094030637190402
6,0.8278063881861364
7,0.8452987489795314
8,0.8607014511806833
9,0.8733125943490769
10,0.8840385343997387
11,0.894332913182838
12,0.9035684322637709
13,0.9116731723522672
14,0.9189261595225597
15,0.9252809048405258
16,0.9307064475125801
17,0.9356348945710122
18,0.9397851011713603
19,0.9436661027566919
20,0.9468976936464564
21,0.9498524600590165
22,0.9526237339584169
23,0.9548828442229886
24,0.956700079554772
25,0.9583968783522329
26,0.9599261692186841
27,0.9614302289425649
28,0.9628762806541858
29,0.9641567512637935
30,0.9653107009226563
31,0.9664365876426986
32,0.9674331899185622
33,0.9684011748586383
34,0.9693056549526807
35,0.9701458831527952
36,0.9709707777496126
37,0.9717170130740982
38,0.9724444809067411
39,0.9731607628406609
40,0.973836719583109
41,0.974485780537429
42,0.9750939733746525
43,0.9756937428076439
44,0.9762735471554168
45,0.9768362579896943
46,0.9773724197042896
47,0.9778956925175402
48,0.9784009465531041
49,0.9788926764508593
50,0.9793739887760134
51,0.9798522099024435
52,0.9803212245311752
53,0.9807808969824003
54,0.9812164830425777
55,0.9816432478404143
56,0.9820565308790979
57,0.9824640864750013
58,0.9828646057989727
59,0.9832613213333918
60,0.9836508885247888
61,0.9840352706848939
62,0.9844121703090677
63,0.9847826217864843
64,0.9851423336304714
65,0.9854887536628228
66,0.9858113246965798
67,0.9861299654867255
68,0.9864455455479566
69,0.986754609661188
70,0.9870587858807464
71,0.9873542371134244
72,0.9876407758279205
73,0.9879152457630765
74,0.9881857196282826
75,0.9884492819191198
76,0.9887052689812917
77,0.9889553436626642
78,0.9891994988891348
79,0.9894385663778943
80,0.9896755696608485
81,0.9899088642817502
82,0.990135559635647
83,0.9903533041962415
84,0.9905691999588409
85,0.9907780697050906
86,0.9909831343148919
87,0.9911873465972098
88,0.9913808181422661
89,0.9915703858568264
90,0.9917544659115473
91,0.9919358011058824
92,0.9921121607641288
93,0.992284573043309
94,0.992454330040669
95,0.9926189419404844
96,0.9927793764161937
97,0.9929360821387386
98,0.993089879093465
99,0.9932427790279361
100,0.9933924347027214
101,0.993536235478469
102,0.9936785630447398
103,0.9938158349165439
104,0.9939485897951361
105,0.994078979526357
106,0.9942064978727921
107,0.9943317135252483
108,0.9944549175586069
109,0.9945773458982946
110,0.9946966035953176
111,0.9948090601181475
112,0.9949187632327409
113,0.9950255737127075
114,0.9951306960126203
115,0.995231690076588
116,0.9953313196906279
117,0.9954287492079038
118,0.9955247112560511
119,0.9956184077343802
120,0.9957097374346479
121,0.9957996214651825
122,0.9958876618050194
123,0.9959731185067965
124,0.9960574043919594
125,0.9961393252947052
126,0.9962174402974117
127,0.996295279769667
128,0.9963717685716702
129,0.9964466608757045
130,0.9965200221002929
131,0.9965896290658636
132,0.9966580230834443
133,0.996724905707236
134,0.9967897138148248
135,0.9968519130663689
136,0.9969133439676942
137,0.9969729855028628
138,0.9970310802341475
139,0.9970877143936947
140,0.9971437512615808
141,0.997198054307747
142,0.9972503463385767
143,0.9973010238677837
144,0.9973514391579934
145,0.9974006890642856
146,0.9974491815242591
147,0.997496533404823
148,0.9975427127015359
149,0.9975871705609921
