,Metadata_broad_sample,mean_average_precision,p_value,corrected_p_value,below_p,below_corrected_p
0,BRD-A12994259-001-11-9,0.016540143149460666,0.34806519348065196,0.392516303925163,False,False
1,BRD-A22769835-300-05-7,0.016619685947390557,0.34526547345265474,0.392516303925163,False,False
2,BRD-A53576514-048-02-8,0.11213564801334294,0.027497250274972504,0.03928178610710358,True,True
3,BRD-A87435144-001-01-6,0.14438900937482255,0.0184981501849815,0.027292352731939917,True,True
4,BRD-K00818915-001-02-9,0.17637015906737907,0.013798620137986202,0.021787294954715056,True,True
5,BRD-K01826510-001-09-9,0.035723836577834595,0.11748825117488251,0.15782003889163324,False,False
6,BRD-K02965346-001-01-8,0.34917105310985275,0.0038996100389961006,0.007467338372545724,True,True
7,BRD-K03063480-001-08-9,1.0,9.999000099990002e-05,0.0002571171454283143,True,True
8,BRD-K04923131-001-17-9,0.6309523809523809,9.999000099990002e-05,0.0002571171454283143,True,True
9,BRD-K06182768-001-02-3,0.06620805633327506,0.05089491050894911,0.06940215069402152,False,False
10,BRD-K06883221-001-02-9,0.012483838508793478,0.5231476852314768,0.5411872605842863,False,False
11,BRD-K09372874-001-02-9,0.8143601190476191,9.999000099990002e-05,0.0002571171454283143,True,True
12,BRD-K12511835-003-03-9,1.0,9.999000099990002e-05,0.0002571171454283143,True,True
13,BRD-K12737986-001-01-4,0.010929322398531813,0.6218378162183782,0.6359704938597049,False,False
14,BRD-K13094524-001-10-9,0.6732982295482296,9.999000099990002e-05,0.0002571171454283143,True,True
15,BRD-K13606314-001-02-9,0.01958668359305386,0.27507249275072493,0.32151330321513305,False,False
16,BRD-K16189898-001-26-9,1.0,9.999000099990002e-05,0.0002571171454283143,True,True
17,BRD-K16803204-001-02-9,0.028034633804500667,0.16878312168783122,0.210978902109789,False,False
18,BRD-K17953061-001-05-1,0.9791666666666666,9.999000099990002e-05,0.0002571171454283143,True,True
19,BRD-K19477839-001-10-9,0.023450084474070654,0.21557844215578442,0.2657816410139808,False,False
20,BRD-K19871656-001-01-3,0.9666666666666667,9.999000099990002e-05,0.0002571171454283143,True,True
21,BRD-K20290250-001-03-9,0.23761003641063613,0.0103989601039896,0.017331600173316003,True,True
22,BRD-K21728777-001-03-9,1.0,9.999000099990002e-05,0.0002571171454283143,True,True
23,BRD-K23383398-001-08-1,0.3003147790555369,0.010198980101989802,0.017331600173316003,True,True
24,BRD-K24600306-003-02-9,0.021948221564551448,0.23537646235376464,0.28245175482451756,False,False
25,BRD-K24696047-001-03-9,0.5264509718129778,0.00019998000199980003,0.000438980492194683,True,True
26,BRD-K25433859-003-03-1,0.01383081474891893,0.45125487451254875,0.4834873655491594,False,False
27,BRD-K25611237-001-09-9,0.12850745372918643,0.020597940205979402,0.029900235782873326,True,True
28,BRD-K28936863-051-14-0,0.010228789839216462,0.6727327267273273,0.6802915214096568,False,False
29,BRD-K30707190-001-06-9,0.013059785281486904,0.49035096490350966,0.5191951393095985,False,False
30,BRD-K32730239-001-03-9,0.026590555725110872,0.134986501349865,0.17865860472776252,False,False
31,BRD-K33818169-003-04-6,0.5367428465254552,0.00019998000199980003,0.000438980492194683,True,True
32,BRD-K36234266-001-10-6,0.016513808588653128,0.34906509349065096,0.392516303925163,False,False
33,BRD-K37379014-001-02-0,0.7360679779158039,9.999000099990002e-05,0.0002571171454283143,True,True
34,BRD-K38627885-001-01-9,0.7676188334083072,9.999000099990002e-05,0.0002571171454283143,True,True
35,BRD-K39520573-001-01-2,0.3456271329433094,0.005499450054994501,0.010311468853114689,True,True
36,BRD-K39974922-001-05-9,1.0,9.999000099990002e-05,0.0002571171454283143,True,True
37,BRD-K44227013-001-15-9,0.4646825396825397,0.00029997000299970003,0.0006135750061357501,True,True
38,BRD-K45909031-001-03-9,0.15280540537893478,0.017998200179982,0.026997300269973,True,True
39,BRD-K49669041-001-10-9,0.7620967741935484,9.999000099990002e-05,0.0002571171454283143,True,True
40,BRD-K50055394-001-04-9,0.8621031746031746,9.999000099990002e-05,0.0002571171454283143,True,True
41,BRD-K53665955-001-05-9,0.36955044668380194,0.0014998500149985001,0.0029344891597796745,True,True
42,BRD-K53972329-001-12-9,0.21251724309451783,0.010698930106989302,0.017355407316411216,True,True
43,BRD-K54759182-003-09-8,0.012527630568748374,0.5204479552044795,0.5411872605842863,False,False
44,BRD-K54955827-001-03-9,0.5149294780599707,0.00019998000199980003,0.000438980492194683,True,True
45,BRD-K56301217-001-02-5,0.763336825703847,9.999000099990002e-05,0.0002571171454283143,True,True
46,BRD-K56932272-001-02-9,0.9083333333333333,9.999000099990002e-05,0.0002571171454283143,True,True
47,BRD-K57080016-001-19-1,0.5408081501831502,0.00019998000199980003,0.000438980492194683,True,True
48,BRD-K60130390-001-02-1,1.0,9.999000099990002e-05,0.0002571171454283143,True,True
49,BRD-K61397605-001-04-2,0.7951388888888888,9.999000099990002e-05,0.0002571171454283143,True,True
50,BRD-K61688984-001-04-5,0.9791666666666666,9.999000099990002e-05,0.0002571171454283143,True,True
51,BRD-K62391742-001-19-9,0.27691996680112135,0.010198980101989802,0.017331600173316003,True,True
52,BRD-K63631219-001-01-6,0.013932766360980054,0.4470552944705529,0.4834873655491594,False,False
