Metadata_broad_sample,mean_average_precision,indices,p_value,corrected_p_value,below_p,below_corrected_p
BRD-A12994259-001-11-9,0.02864987725808295,"[72, 152, 209, 319]",0.16128387161283872,0.19884312938569157,False,False
BRD-A22769835-300-05-7,0.010354460306751854,"[30, 119, 155, 327]",0.652034796520348,0.6668537691685378,False,False
BRD-A53576514-048-02-8,0.026572554709195735,"[36, 62, 219, 287]",0.17988201179882013,0.21301817186702385,False,False
BRD-A87435144-001-01-6,0.16524374659626828,"[11, 261, 316, 332]",0.016798320167983202,0.026997300269973004,True,True
BRD-K00818915-001-02-9,0.09992023909379565,"[67, 85, 90, 143]",0.028597140285971403,0.04219250206126928,True,True
BRD-K01826510-001-09-9,0.03156005596023381,"[13, 79, 238, 307]",0.1396860313968603,0.1770668003622173,False,False
BRD-K02965346-001-01-8,1.0,"[8, 26, 190, 300]",9.999000099990002e-05,0.0002571171454283143,True,True
BRD-K03063480-001-08-9,0.46425865800865795,"[86, 107, 180, 245]",0.00019998000199980003,0.000438980492194683,True,True
BRD-K04923131-001-17-9,0.9666666666666667,"[95, 175, 242, 302]",9.999000099990002e-05,0.0002571171454283143,True,True
BRD-K06182768-001-02-3,0.019138748690284334,"[15, 140, 170, 311]",0.2896710328967103,0.3258799120087991,False,False
BRD-K06883221-001-02-9,0.02774798138664385,"[32, 206, 283, 326]",0.1688831116888311,0.2053983790810108,False,False
BRD-K09372874-001-02-9,1.0,"[14, 40, 108, 303]",9.999000099990002e-05,0.0002571171454283143,True,True
BRD-K12511835-003-03-9,1.0,"[187, 205, 273, 294]",9.999000099990002e-05,0.0002571171454283143,True,True
BRD-K12737986-001-01-4,0.011294940471223104,"[121, 207, 284, 328]",0.5888411158884111,0.6091459819535288,False,False
BRD-K13094524-001-10-9,0.3394398280267845,"[99, 174, 334, 357]",0.007799220077992201,0.015174953092926003,True,True
BRD-K13606314-001-02-9,0.021429714465280414,"[5, 126, 191, 352]",0.24767523247675233,0.2894905314663339,False,False
BRD-K16189898-001-26-9,0.8468253968253968,"[45, 112, 148, 168]",9.999000099990002e-05,0.0002571171454283143,True,True
BRD-K16803204-001-02-9,0.015247676509800075,"[169, 178, 246, 333]",0.39686031396860316,0.4252074792520748,False,False
BRD-K17953061-001-05-1,0.2420070396376544,"[132, 274, 323, 353]",0.0084991500849915,0.015174953092926003,True,True
BRD-K19477839-001-10-9,0.01780649753218514,"[1, 59, 208, 340]",0.3231676832316768,0.35469623769330383,False,False
BRD-K19871656-001-01-3,1.0,"[74, 92, 133, 186]",9.999000099990002e-05,0.0002571171454283143,True,True
BRD-K20290250-001-03-9,0.24077247211612848,"[83, 136, 183, 255]",0.0084991500849915,0.015174953092926003,True,True
BRD-K21728777-001-03-9,0.9791666666666666,"[21, 124, 279, 354]",9.999000099990002e-05,0.0002571171454283143,True,True
BRD-K23383398-001-08-1,1.0,"[65, 128, 134, 247]",9.999000099990002e-05,0.0002571171454283143,True,True
BRD-K24600306-003-02-9,0.0604191903449183,"[38, 237, 257, 318]",0.056194380561943806,0.07662870076628701,False,False
BRD-K24696047-001-03-9,0.8194444444444444,"[66, 84, 87, 103]",9.999000099990002e-05,0.0002571171454283143,True,True
BRD-K25433859-003-03-1,0.06741384091398242,"[159, 220, 280, 288]",0.04839516048395161,0.0691359435485023,True,False
BRD-K25611237-001-09-9,0.04502538672765043,"[217, 239, 315, 322]",0.08599140085991401,0.11381214819694502,False,False
BRD-K28936863-051-14-0,0.03791226930992421,"[60, 94, 301, 346]",0.10828917108289171,0.1392289342494322,False,False
BRD-K30707190-001-06-9,0.020718562278694445,"[241, 264, 299, 324]",0.2595740425957404,0.29950851068739276,False,False
