Metadata_broad_sample,mean_average_precision,indices,p_value,corrected_p_value,below_p,below_corrected_p
BRD-A12994259-001-11-9,0.07482262209677501,"[72, 152, 209, 319]",0.0418958104189581,0.05627795429412282,True,False
BRD-A22769835-300-05-7,0.022898307270560317,"[30, 119, 155, 327]",0.22467753224677534,0.2592433064385869,False,False
BRD-A53576514-048-02-8,0.041009495954553166,"[36, 62, 219, 287]",0.097990200979902,0.1224877512248775,False,False
BRD-A87435144-001-01-6,0.12538760159883539,"[11, 261, 316, 332]",0.0202979702029797,0.029464795455938275,True,True
BRD-K00818915-001-02-9,0.17373747473986986,"[67, 85, 90, 143]",0.0143985601439856,0.022734568648398318,True,True
BRD-K01826510-001-09-9,0.020653223304928713,"[13, 79, 238, 307]",0.2606739326067393,0.296970302969703,False,False
BRD-K02965346-001-01-8,0.44375092120475157,"[8, 26, 190, 300]",0.00019998000199980003,0.000438980492194683,True,True
BRD-K03063480-001-08-9,1.0,"[86, 107, 180, 245]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K04923131-001-17-9,0.6974747474747475,"[95, 175, 242, 302]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K06182768-001-02-3,0.015409362652324728,"[15, 140, 170, 311]",0.39046095390460955,0.42566827654583933,False,False
BRD-K06883221-001-02-9,0.02377838015334055,"[32, 206, 283, 326]",0.21257874212578742,0.24846865962754375,False,False
BRD-K09372874-001-02-9,1.0,"[14, 40, 108, 303]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K12511835-003-03-9,1.0,"[187, 205, 273, 294]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K12737986-001-01-4,0.026030058344283853,"[121, 207, 284, 328]",0.18568143185681432,0.2198859061462275,False,False
BRD-K13094524-001-10-9,0.1355753703070279,"[99, 174, 334, 357]",0.018698130186981302,0.028522571471666393,True,True
BRD-K13606314-001-02-9,0.12253121447876783,"[5, 126, 191, 352]",0.0212978702129787,0.03042552887568386,True,True
BRD-K16189898-001-26-9,1.0,"[45, 112, 148, 168]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K16803204-001-02-9,0.13591185331999145,"[169, 178, 246, 333]",0.018698130186981302,0.028522571471666393,True,True
BRD-K17953061-001-05-1,1.0,"[132, 274, 323, 353]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K19477839-001-10-9,0.048331722779417295,"[1, 59, 208, 340]",0.0760923907609239,0.09783307383547359,False,False
BRD-K19871656-001-01-3,1.0,"[74, 92, 133, 186]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K20290250-001-03-9,0.1984074730984933,"[83, 136, 183, 255]",0.0098990100989901,0.016809639790737907,True,True
BRD-K21728777-001-03-9,0.8752976190476192,"[21, 124, 279, 354]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K23383398-001-08-1,1.0,"[65, 128, 134, 247]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K24600306-003-02-9,0.01001674511898652,"[38, 237, 257, 318]",0.6784321567843216,0.6860549900066173,False,False
BRD-K24696047-001-03-9,0.8180555555555555,"[66, 84, 87, 103]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K25433859-003-03-1,0.010867738576966565,"[159, 220, 280, 288]",0.6177382261773823,0.6317777313177774,False,False
BRD-K25611237-001-09-9,0.06556999535503481,"[217, 239, 315, 322]",0.0496950304969503,0.06577283448125776,True,False
BRD-K28936863-051-14-0,0.10333426557577911,"[60, 94, 301, 346]",0.027997200279972004,0.03876535423380739,True,True
BRD-K30707190-001-06-9,0.014496205130726655,"[241, 264, 299, 324]",0.42285771422857715,0.4425255148903714,False,False
BRD-K32730239-001-03-9,0.01145368487696983,"[111, 233, 254, 338]",0.5796420357964204,0.5996296922031935,False,False
BRD-K33818169-003-04-6,0.29962721398512454,"[182, 218, 296, 329]",0.0084991500849915,0.015935906409359064,True,True
BRD-K36234266-001-10-6,0.04496960661731344,"[9, 96, 213, 359]",0.0862913708629137,0.10938342785439766,False,False
BRD-K37379014-001-02-0,0.9305555555555555,"[58, 80, 129, 197]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K38627885-001-01-9,0.6197956684237172,"[19, 151, 224, 256]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K39520573-001-01-2,0.08373212628124779,"[55, 157, 163, 249]",0.037896210378962104,0.05167665051676651,True,False
BRD-K39974922-001-05-9,0.8824404761904762,"[68, 91, 162, 195]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K44227013-001-15-9,0.861111111111111,"[82, 97, 266, 276]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K45909031-001-03-9,0.18823160518611953,"[18, 29, 165, 202]",0.010298970102989701,0.017164950171649502,True,True
BRD-K49669041-001-10-9,0.525020664946182,"[17, 43, 71, 154]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K50055394-001-04-9,0.9305555555555556,"[70, 158, 244, 281]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K53665955-001-05-9,0.485050408866633,"[138, 194, 297, 350]",0.00019998000199980003,0.000438980492194683,True,True
BRD-K53972329-001-12-9,0.17573239129955892,"[16, 160, 166, 184]",0.0131986801319868,0.02121216449783593,True,True
BRD-K54759182-003-09-8,0.017450102648955475,"[2, 27, 88, 104]",0.3334666533346665,0.370518503705185,False,False
BRD-K54955827-001-03-9,0.5149426842442,"[200, 222, 230, 339]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K56301217-001-02-5,1.0,"[25, 64, 116, 278]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K56932272-001-02-9,0.20328702641785015,"[37, 110, 262, 331]",0.009299070092990702,0.016410123693513003,True,True
BRD-K57080016-001-19-1,0.6494021851164709,"[54, 189, 214, 295]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K60130390-001-02-1,1.0,"[52, 142, 210, 250]",9.999000099990002e-05,0.00024997500249975,True,True
BRD-K61397605-001-04-2,0.44938065731122045,"[56, 69, 115, 144]",0.00019998000199980003,0.000438980492194683,True,True
