,Metadata_broad_sample,mean_average_precision,p_value,corrected_p_value,below_p,below_corrected_p
0,BRD-A12994259-001-11-9,0.031262495296577805,0.13308573382853234,0.14769270461459078,False,False
1,BRD-A22769835-300-05-7,0.17677920391235616,0.01253997492005016,0.020377459245081508,True,True
2,BRD-A53576514-048-02-8,0.018918209681257736,0.26927346145307707,0.2849288952584885,False,False
3,BRD-A87435144-001-01-6,0.44092880112158855,0.000217999564000872,0.0006011503128508895,True,True
4,BRD-K00818915-001-02-9,0.23990098383142305,0.00833998332003336,0.014844989177946171,True,True
5,BRD-K01826510-001-09-9,0.07110812419147111,0.04563990872018256,0.0568935848429673,True,False
6,BRD-K02965346-001-01-8,1.0,1.999996000008e-06,1.2999974000051999e-05,True,True
7,BRD-K03063480-001-08-9,0.5765873015873015,4.1999916000168e-05,0.000159249681500637,True,True
8,BRD-K04923131-001-17-9,0.6355352174017926,3.5999928000144e-05,0.000159249681500637,True,True
9,BRD-K06182768-001-02-3,0.028876790487334582,0.14865570268859463,0.1629633407399852,False,False
10,BRD-K06883221-001-02-9,0.02863599287824131,0.15042769914460172,0.1629633407399852,False,False
11,BRD-K09372874-001-02-9,0.3817426825371237,0.000673998652002696,0.0017037188147845926,True,True
12,BRD-K12511835-003-03-9,0.5847882956989394,4.1999916000168e-05,0.000159249681500637,True,True
13,BRD-K12737986-001-01-4,0.04716222234994832,0.07670584658830683,0.08949015435302464,False,False
14,BRD-K13094524-001-10-9,0.4757653212800272,0.000125999748000504,0.00036987022800147947,True,True
15,BRD-K13606314-001-02-9,0.014970481934893611,0.37236525526948944,0.38505952533549476,False,False
16,BRD-K16189898-001-26-9,0.6579298246367598,3.5999928000144e-05,0.000159249681500637,True,True
17,BRD-K16803204-001-02-9,0.15004170778525902,0.017007965984068032,0.024963304912099853,True,True
18,BRD-K17953061-001-05-1,0.2740009402760479,0.008125983748032504,0.014844989177946171,True,True
19,BRD-K19477839-001-10-9,0.013541316651102702,0.4271451457097086,0.43189120288426086,False,False
20,BRD-K19871656-001-01-3,0.8133169934640523,1.999996000008e-06,1.2999974000051999e-05,True,True
21,BRD-K20290250-001-03-9,0.16899627674833415,0.01651996696006608,0.024963304912099853,True,True
22,BRD-K21728777-001-03-9,0.49999587601441975,0.000121999756000488,0.00036987022800147947,True,True
23,BRD-K23383398-001-08-1,0.6096109346074949,3.999992000016e-05,0.000159249681500637,True,True
24,BRD-K24600306-003-02-9,0.491840436179239,0.000121999756000488,0.00036987022800147947,True,True
25,BRD-K24696047-001-03-9,1.0,1.999996000008e-06,1.2999974000051999e-05,True,True
26,BRD-K25433859-003-03-1,0.7182859703020994,3.999992000016e-06,2.42666181334304e-05,True,True
27,BRD-K25611237-001-09-9,0.4280991883933061,0.000255999488001024,0.0006851751002380348,True,True
28,BRD-K28936863-051-14-0,0.07926465824572289,0.03825992348015304,0.048356292176304536,True,True
29,BRD-K30707190-001-06-9,0.24715955763580907,0.008281983436033128,0.014844989177946171,True,True
30,BRD-K32730239-001-03-9,0.023410258988623964,0.19914160171679657,0.21319865595562926,False,False
31,BRD-K33818169-003-04-6,0.25598615333996194,0.008193983612032775,0.014844989177946171,True,True
32,BRD-K36234266-001-10-6,0.012528999838737601,0.4746470507058986,0.4746470507058986,False,False
33,BRD-K37379014-001-02-0,0.6053249890206411,3.999992000016e-05,0.000159249681500637,True,True
34,BRD-K38627885-001-01-9,1.0,1.999996000008e-06,1.2999974000051999e-05,True,True
35,BRD-K39520573-001-01-2,0.0504923890193724,0.06977786044427911,0.08246474416142077,False,False
36,BRD-K39974922-001-05-9,0.4965306194536071,0.000121999756000488,0.00036987022800147947,True,True
37,BRD-K44227013-001-15-9,0.4620797720797721,0.000165999668000664,0.00047206155587688816,True,True
38,BRD-K45909031-001-03-9,0.9027777777777777,1.999996000008e-06,1.2999974000051999e-05,True,True
39,BRD-K49669041-001-10-9,0.9523809523809524,1.999996000008e-06,1.2999974000051999e-05,True,True
40,BRD-K50055394-001-04-9,0.23572971140467058,0.008393983212033575,0.014844989177946171,True,True
41,BRD-K53665955-001-05-9,0.409814148444653,0.000363999272001456,0.0009463981072037857,True,True
42,BRD-K53972329-001-12-9,0.18650829401268865,0.010165979668040663,0.01713155832947593,True,True
43,BRD-K54759182-003-09-8,0.12869547153327943,0.018995962008075983,0.027137851974296048,True,True
44,BRD-K54955827-001-03-9,0.682936507936508,7.999984000032e-06,4.2823443764877174e-05,True,True
45,BRD-K56301217-001-02-5,0.5506903941789677,7.5999848000304e-05,0.0002766394467211065,True,True
46,BRD-K56932272-001-02-9,0.5849710430780041,4.1999916000168e-05,0.000159249681500637,True,True
47,BRD-K57080016-001-19-1,0.06482126447215442,0.04978190043619913,0.06121828296883947,True,False
48,BRD-K60130390-001-02-1,0.8263888888888888,1.999996000008e-06,1.2999974000051999e-05,True,True
49,BRD-K61397605-001-04-2,0.23432191590086326,0.0083999832000336,0.014844989177946171,True,True
50,BRD-K61688984-001-04-5,0.4827718078473691,0.000121999756000488,0.00036987022800147947,True,True
51,BRD-K62391742-001-19-9,0.1565609054816778,0.01676996646006708,0.024963304912099853,True,True
52,BRD-K63631219-001-01-6,0.0546742332141433,0.0626018747962504,0.07495750797972087,False,False
53,BRD-K64881305-001-07-9,0.35351819589624467,0.001833996332007336,0.004172341655316689,True,True
54,BRD-K66401437-001-03-3,0.3710494894598155,0.000905998188003624,0.002169627239692889,True,True
55,BRD-K66430217-001-05-9,0.12339992970252438,0.020333959332081337,0.02846754306491387,True,True
56,BRD-K67578145-001-13-9,0.22733989514940592,0.008483983032033937,0.014844989177946171,True,True
57,BRD-K67772619-001-06-9,0.37744827960894317,0.000747998504002992,0.001839671996331683,True,True
58,BRD-K68756823-001-12-9,0.15265500074819122,0.016917966164067672,0.024963304912099853,True,True
59,BRD-K69023402-001-03-3,0.25882790128314426,0.00817998364003272,0.014844989177946171,True,True
60,BRD-K70446295-001-04-9,0.36463660473857157,0.0010999978000044,0.0025666615333436,True,True
61,BRD-K70578146-001-13-9,0.2581626600304761,0.00817998364003272,0.014844989177946171,True,True
62,BRD-K70642949-001-06-9,1.0,1.999996000008e-06,1.2999974000051999e-05,True,True
63,BRD-K72898849-001-03-9,0.21975425242048474,0.008645982708034584,0.014844989177946171,True,True
64,BRD-K72951360-001-02-9,0.2480417274377241,0.00826998346003308,0.014844989177946171,True,True
65,BRD-K73397362-001-09-9,0.15320599257290263,0.01688996622006756,0.024963304912099853,True,True
66,BRD-K73982490-001-04-9,0.016399018826513775,0.3284033431933136,0.34350234747806363,False,False
