,Metadata_broad_sample,mean_average_precision,indices,p_value,corrected_p_value,below_p,below_corrected_p
18,BRD-K17953061-001-05-1,0.20719340800452005,"[132, 274, 323, 353]",0.009299070092990702,0.04663170046631701,True,True
19,BRD-K19477839-001-10-9,0.09367669392338496,"[1, 59, 208, 340]",0.033896610338966106,0.08122871923333982,True,False
20,BRD-K19871656-001-01-3,0.01843557529063756,"[74, 92, 133, 186]",0.31026897310268975,0.34496550344965504,False,False
21,BRD-K20290250-001-03-9,0.20070750678489085,"[83, 136, 183, 255]",0.0105989401059894,0.04663170046631701,True,True
22,BRD-K21728777-001-03-9,0.029226934536386917,"[21, 124, 279, 354]",0.16468353164683533,0.22802335151100278,False,False
23,BRD-K23383398-001-08-1,0.018415653010695848,"[65, 128, 134, 247]",0.3104689531046895,0.34496550344965504,False,False
24,BRD-K24600306-003-02-9,0.04868457934416572,"[38, 237, 257, 318]",0.0816918308169183,0.144162054382797,False,False
25,BRD-K24696047-001-03-9,0.5152046783625731,"[66, 84, 87, 103]",0.00019998000199980003,0.0017998200179982003,True,True
26,BRD-K25433859-003-03-1,0.06672802868924663,"[159, 220, 280, 288]",0.0537946205379462,0.11003445110034452,False,False
27,BRD-K25611237-001-09-9,0.13402056041352625,"[217, 239, 315, 322]",0.0202979702029797,0.062993700629937,True,False
28,BRD-K28936863-051-14-0,0.02298433464564001,"[60, 94, 301, 346]",0.22907709229077092,0.28634636536346364,False,False
29,BRD-K30707190-001-06-9,0.12176941978236086,"[241, 264, 299, 324]",0.023897610238976102,0.07086791320867913,True,False
30,BRD-K32730239-001-03-9,0.02217046751752875,"[111, 233, 254, 338]",0.23937606239376064,0.29512117281422545,False,False
31,BRD-K33818169-003-04-6,0.08896422003560918,"[182, 218, 296, 329]",0.0370962903709629,0.08450374474747648,True,False
32,BRD-K36234266-001-10-6,0.011243038980366913,"[9, 96, 213, 359]",0.5914408559144085,0.6118353681873192,False,False
33,BRD-K37379014-001-02-0,0.16796337503703587,"[58, 80, 129, 197]",0.0184981501849815,0.062993700629937,True,False
34,BRD-K38627885-001-01-9,0.47566639377167935,"[19, 151, 224, 256]",0.00019998000199980003,0.0017998200179982003,True,True
35,BRD-K39520573-001-01-2,0.13861748804813798,"[55, 157, 163, 249]",0.0198980101989801,0.062993700629937,True,False
36,BRD-K39974922-001-05-9,0.04621656481854854,"[68, 91, 162, 195]",0.08869113088691132,0.15060758075135883,False,False
37,BRD-K44227013-001-15-9,0.47685821123321126,"[82, 97, 266, 276]",0.00019998000199980003,0.0017998200179982003,True,True
38,BRD-K45909031-001-03-9,0.38451620904662476,"[18, 29, 165, 202]",0.0004999500049995,0.0037496250374962504,True,True
39,BRD-K49669041-001-10-9,0.017605265771413844,"[17, 43, 71, 154]",0.3297670232976702,0.3619394158145161,False,False
40,BRD-K50055394-001-04-9,0.02079222376638802,"[70, 158, 244, 281]",0.2622737726227377,0.3166262321136307,False,False
41,BRD-K53665955-001-05-9,0.11357910788714191,"[138, 194, 297, 350]",0.028197180281971802,0.07516895369286601,True,False
42,BRD-K53972329-001-12-9,0.032663524400255536,"[16, 160, 166, 184]",0.14158584141585842,0.20552783431334287,False,False
43,BRD-K54759182-003-09-8,0.009100796522581792,"[2, 27, 88, 104]",0.7613238676132387,0.7613238676132387,False,False
44,BRD-K54955827-001-03-9,0.06890101303292226,"[200, 222, 230, 339]",0.05039496050394961,0.10547782431059219,False,False
45,BRD-K56301217-001-02-5,0.05538622864539732,"[25, 64, 116, 278]",0.068993100689931,0.12616738326167382,False,False
46,BRD-K56932272-001-02-9,0.08300604752825244,"[37, 110, 262, 331]",0.03849615038496151,0.08450374474747648,True,False
47,BRD-K57080016-001-19-1,0.06200238118579558,"[54, 189, 214, 295]",0.059994000599940006,0.11488212880839575,False,False
48,BRD-K60130390-001-02-1,0.26382965387405977,"[52, 142, 210, 250]",0.0096990300969903,0.04663170046631701,True,True
49,BRD-K61397605-001-04-2,0.08708002201249611,"[56, 69, 115, 144]",0.037896210378962104,0.08450374474747648,True,False
50,BRD-K61688984-001-04-5,0.04404001298946231,"[57, 147, 225, 265]",0.0938906109389061,0.1536391815363918,False,False
51,BRD-K62391742-001-19-9,0.04415984367608061,"[0, 141, 308, 351]",0.09369063093690631,0.1536391815363918,False,False
52,BRD-K63631219-001-01-6,0.2870653407447723,"[76, 234, 277, 356]",0.009599040095990401,0.04663170046631701,True,True
53,BRD-K64881305-001-07-9,0.13849190948356543,"[42, 122, 226, 321]",0.019998000199980003,0.062993700629937,True,False
54,BRD-K66401437-001-03-3,0.6888888888888889,"[123, 201, 240, 342]",9.999000099990002e-05,0.0014998500149985003,True,True
55,BRD-K66430217-001-05-9,0.029447601129819412,"[33, 149, 193, 305]",0.16378362163783622,0.22802335151100278,False,False
56,BRD-K67578145-001-13-9,0.144877382204826,"[23, 24, 192, 282]",0.0193980601939806,0.062993700629937,True,False
57,BRD-K67772619-001-06-9,0.5202576158508352,"[61, 216, 271, 312]",0.00019998000199980003,0.0017998200179982003,True,True
58,BRD-K68756823-001-12-9,0.013387284783986424,"[51, 75, 310, 330]",0.47565243475652436,0.49777580381496733,False,False
59,BRD-K69023402-001-03-3,0.0625113802458025,"[109, 188, 204, 345]",0.057694230576942306,0.1144450772314073,False,False
60,BRD-K70446295-001-04-9,0.09268022486119573,"[167, 291, 314, 325]",0.0342965703429657,0.08122871923333982,True,False
61,BRD-K70578146-001-13-9,0.04759981506066785,"[49, 253, 293, 317]",0.0867913208679132,0.15021574765600365,False,False
62,BRD-K70642949-001-06-9,0.731560465912984,"[3, 117, 185, 347]",9.999000099990002e-05,0.0014998500149985003,True,True
63,BRD-K72898849-001-03-9,0.04191160091933465,"[10, 177, 292, 344]",0.10008999100089991,0.16085891410858913,False,False
64,BRD-K72951360-001-02-9,1.0,"[44, 137, 223, 259]",9.999000099990002e-05,0.0014998500149985003,True,True
65,BRD-K73397362-001-09-9,0.19699145611252455,"[4, 164, 235, 248]",0.010698930106989302,0.04663170046631701,True,True
66,BRD-K73982490-001-04-9,0.013565377446737931,"[73, 113, 145, 336]",0.46765323467653236,0.4951622484810343,False,False
67,BRD-K75009076-001-04-9,0.020555539913093196,"[22, 150, 260, 349]",0.2673732626737326,0.3166262321136307,False,False
68,BRD-K76908866-001-08-9,0.038916954710741705,"[41, 102, 221, 270]",0.11028897110288971,0.17414048068877325,False,False
69,BRD-K82164249-001-03-5,0.0284569157094101,"[127, 139, 229, 309]",0.17118288171182883,0.23343120233431205,False,False
70,BRD-K82941592-238-06-9,0.024188413209283277,"[6, 199, 343, 358]",0.2136786321367863,0.27472966989015385,False,False
71,BRD-K83192048-050-01-9,0.056182297931893645,"[179, 198, 212, 285]",0.0673932606739326,0.12616738326167382,False,False
72,BRD-K83607951-001-04-9,0.01893991673789882,"[100, 130, 227, 269]",0.29947005299470053,0.34185189076029104,False,False
73,BRD-K84937637-001-21-9,0.18650675077145665,"[34, 105, 243, 258]",0.0112988701129887,0.04663170046631701,True,True
74,BRD-K85606544-001-07-5,0.08109713383875083,"[98, 125, 290, 355]",0.039696030396960305,0.08506292227920065,True,False
75,BRD-K85776940-001-01-9,0.023276716209814495,"[48, 196, 263, 348]",0.22477752224777522,0.2849292535535179,False,False
76,BRD-K86118762-001-05-9,0.3519931457431458,"[156, 173, 176, 335]",0.0025997400259974,0.017998200179982004,True,True
77,BRD-K86718786-001-03-9,0.014006545872208993,"[7, 114, 135, 251]",0.44635536446355367,0.47823789049666465,False,False
78,BRD-K87632963-001-05-9,0.12019445682511665,"[153, 172, 267, 320]",0.024897510248975102,0.07086791320867913,True,False
79,BRD-K88677950-001-04-9,0.10082917030630448,"[106, 131, 236, 313]",0.030596940305969402,0.07867784650106417,True,False
80,BRD-K91900765-001-09-9,0.026871573349235636,"[63, 118, 161, 232]",0.18388161183881613,0.24509313774504904,False,False
81,BRD-K93942811-001-03-9,0.018904074824846413,"[35, 203, 215, 289]",0.3000699930006999,0.34185189076029104,False,False
82,BRD-K94455792-001-01-8,0.1888692440508604,"[12, 120, 275, 298]",0.011198880111988802,0.04663170046631701,True,True
83,BRD-K97452254-001-02-9,0.14343696566304553,"[50, 228, 252, 304]",0.0197980201979802,0.062993700629937,True,False
84,BRD-K98203492-001-06-9,0.24593162986884934,"[31, 53, 93, 211]",0.0096990300969903,0.04663170046631701,True,True
85,BRD-K98251413-001-07-9,0.0380743106715634,"[81, 146, 268, 286]",0.11408859114088592,0.17703402073585744,False,False
86,BRD-K99092662-001-02-9,0.010498496011809503,"[20, 89, 171, 181]",0.6471352864713529,0.654406469465413,False,False
87,BRD-K99113996-001-02-0,0.1339761882634029,"[77, 78, 231, 337]",0.0202979702029797,0.062993700629937,True,False
88,BRD-K99433989-001-02-9,0.09700608416864041,"[28, 47, 272, 341]",0.032096790320967905,0.08024197580241976,True,False
89,BRD-M87138257-003-01-1,1.0,"[39, 46, 101, 306]",9.999000099990002e-05,0.0014998500149985003,True,True
