Metadata_broad_sample,mean_average_precision,indices,p_value,corrected_p_value,below_p,below_corrected_p
BRD-A12994259-001-11-9,0.026231504444204606,"[72, 152, 209, 319]",0.18598140185981402,0.24258443720845305,False,False
BRD-A22769835-300-05-7,0.017405278375991755,"[30, 119, 155, 327]",0.3311668833116688,0.35909662045843604,False,False
BRD-A53576514-048-02-8,0.034525142262814314,"[36, 62, 219, 287]",0.12758724127587243,0.19138086191380865,False,False
BRD-A87435144-001-01-6,0.02665241590640913,"[11, 261, 316, 332]",0.18248175182481752,0.24151996565049377,False,False
BRD-K00818915-001-02-9,0.03576470919785338,"[67, 85, 90, 143]",0.1217878212178782,0.1857780323662549,False,False
BRD-K01826510-001-09-9,0.11138432895560345,"[13, 79, 238, 307]",0.028897110288971104,0.07649235076492351,True,False
BRD-K02965346-001-01-8,1.0,"[8, 26, 190, 300]",9.999000099990002e-05,0.0014998500149985003,True,True
BRD-K03063480-001-08-9,0.054865105123370936,"[86, 107, 180, 245]",0.06779322067793221,0.12202779722027797,False,False
BRD-K04923131-001-17-9,0.8560606060606061,"[95, 175, 242, 302]",9.999000099990002e-05,0.0014998500149985003,True,True
BRD-K06182768-001-02-3,0.019049612176008795,"[15, 140, 170, 311]",0.2903709629037096,0.3341058299233368,False,False
BRD-K06883221-001-02-9,0.03361912983219503,"[32, 206, 283, 326]",0.13258674132586742,0.19561978228406668,False,False
BRD-K09372874-001-02-9,0.06279022369289579,"[14, 40, 108, 303]",0.0580941905809419,0.11354183730563114,False,False
BRD-K12511835-003-03-9,0.1846048875966072,"[187, 205, 273, 294]",0.0105989401059894,0.043359300433593005,True,True
BRD-K12737986-001-01-4,0.02957645358195634,"[121, 207, 284, 328]",0.15878412158784122,0.2223469960696238,False,False
BRD-K13094524-001-10-9,0.020535101326357698,"[99, 174, 334, 357]",0.261973802619738,0.3102321346812687,False,False
BRD-K13606314-001-02-9,0.010912705634894396,"[5, 126, 191, 352]",0.6194380561943805,0.6335161938351619,False,False
BRD-K16189898-001-26-9,0.45632814825837875,"[45, 112, 148, 168]",0.00019998000199980003,0.0016362000163620003,True,True
BRD-K16803204-001-02-9,0.11991547964875109,"[169, 178, 246, 333]",0.026197380261973803,0.07368013198680132,True,False
BRD-K17953061-001-05-1,0.20719340800452005,"[132, 274, 323, 353]",0.009299070092990702,0.043359300433593005,True,True
BRD-K19477839-001-10-9,0.09367669392338496,"[1, 59, 208, 340]",0.033996600339966,0.080991900809919,True,False
BRD-K19871656-001-01-3,0.01843557529063756,"[74, 92, 133, 186]",0.3017698230176982,0.33552200335522003,False,False
BRD-K20290250-001-03-9,0.20070750678489085,"[83, 136, 183, 255]",0.008999100089991,0.043359300433593005,True,True
BRD-K21728777-001-03-9,0.029226934536386917,"[21, 124, 279, 354]",0.16058394160583941,0.2223469960696238,False,False
BRD-K23383398-001-08-1,0.018415653010695848,"[65, 128, 134, 247]",0.30196980301969806,0.33552200335522003,False,False
BRD-K24600306-003-02-9,0.04868457934416572,"[38, 237, 257, 318]",0.0800919908009199,0.13862075330928444,False,False
BRD-K24696047-001-03-9,0.5152046783625731,"[66, 84, 87, 103]",0.00019998000199980003,0.0016362000163620003,True,True
BRD-K25433859-003-03-1,0.06672802868924663,"[159, 220, 280, 288]",0.0537946205379462,0.1075892410758924,False,False
BRD-K25611237-001-09-9,0.13402056041352625,"[217, 239, 315, 322]",0.0212978702129787,0.06609683859200285,True,False
BRD-K28936863-051-14-0,0.02298433464564001,"[60, 94, 301, 346]",0.22317768223177684,0.278972102789721,False,False
BRD-K30707190-001-06-9,0.12176941978236086,"[241, 264, 299, 324]",0.024797520247975203,0.07368013198680132,True,False
BRD-K32730239-001-03-9,0.02217046751752875,"[111, 233, 254, 338]",0.23607639236076391,0.2910530864721747,False,False
BRD-K33818169-003-04-6,0.08896422003560918,"[182, 218, 296, 329]",0.038396160383961604,0.08860652396298832,True,False
BRD-K36234266-001-10-6,0.011243038980366913,"[9, 96, 213, 359]",0.599040095990401,0.6196966510245527,False,False
BRD-K37379014-001-02-0,0.16796337503703587,"[58, 80, 129, 197]",0.018998100189981004,0.06609683859200285,True,False
BRD-K38627885-001-01-9,0.47566639377167935,"[19, 151, 224, 256]",0.00019998000199980003,0.0016362000163620003,True,True
BRD-K39520573-001-01-2,0.13861748804813798,"[55, 157, 163, 249]",0.020597940205979402,0.06609683859200285,True,False
BRD-K39974922-001-05-9,0.04621656481854854,"[68, 91, 162, 195]",0.08559144085591441,0.1453439561704207,False,False
BRD-K44227013-001-15-9,0.47685821123321126,"[82, 97, 266, 276]",0.00019998000199980003,0.0016362000163620003,True,True
BRD-K45909031-001-03-9,0.38451620904662476,"[18, 29, 165, 202]",0.0010998900109989002,0.008249175082491752,True,True
BRD-K49669041-001-10-9,0.017605265771413844,"[17, 43, 71, 154]",0.32426757324267574,0.3559034340468392,False,False
BRD-K50055394-001-04-9,0.02079222376638802,"[70, 158, 244, 281]",0.2576742325767423,0.3102321346812687,False,False
BRD-K53665955-001-05-9,0.11357910788714191,"[138, 194, 297, 350]",0.0287971202879712,0.07649235076492351,True,False
BRD-K53972329-001-12-9,0.032663524400255536,"[16, 160, 166, 184]",0.13788621137886212,0.20015740361447726,False,False
BRD-K54759182-003-09-8,0.009100796522581792,"[2, 27, 88, 104]",0.7619238076192381,0.7619238076192381,False,False
BRD-K54955827-001-03-9,0.06890101303292226,"[200, 222, 230, 339]",0.0522947705229477,0.1075892410758924,False,False
BRD-K56301217-001-02-5,0.05538622864539732,"[25, 64, 116, 278]",0.06719328067193281,0.12202779722027797,False,False
BRD-K56932272-001-02-9,0.08300604752825244,"[37, 110, 262, 331]",0.0408959104089591,0.08956247232419616,True,False
