,Metadata_broad_sample,mean_average_precision,indices,p_value,corrected_p_value,below_p,below_corrected_p
0,BRD-A12994259-001-11-9,0.04318864281863237,"[72, 152, 209, 319]",0.09629037096290372,0.1768598650339048,False,False
1,BRD-A22769835-300-05-7,0.012560255299633907,"[30, 119, 155, 327]",0.5189481051894811,0.5430852263610848,False,False
2,BRD-A53576514-048-02-8,0.09138292799124957,"[36, 62, 219, 287]",0.0344965503449655,0.0999900009999,True,False
3,BRD-A87435144-001-01-6,0.08068482422932893,"[11, 261, 316, 332]",0.039996000399960006,0.0999900009999,True,False
4,BRD-K00818915-001-02-9,0.0376801789730838,"[67, 85, 90, 143]",0.11598840115988401,0.19348065193480654,False,False
5,BRD-K01826510-001-09-9,0.021880763087892125,"[13, 79, 238, 307]",0.24317568243175683,0.2957542083629475,False,False
6,BRD-K02965346-001-01-8,0.7840331059960216,"[8, 26, 190, 300]",9.999000099990002e-05,0.0017998200179982003,True,True
7,BRD-K03063480-001-08-9,0.20961929642108545,"[86, 107, 180, 245]",0.010298970102989701,0.06130636936306369,True,False
8,BRD-K04923131-001-17-9,0.6745853870329461,"[95, 175, 242, 302]",9.999000099990002e-05,0.0017998200179982003,True,True
9,BRD-K06182768-001-02-3,0.015136418401611966,"[15, 140, 170, 311]",0.40515948405159485,0.4340994471981373,False,False
10,BRD-K06883221-001-02-9,0.03381381794193413,"[32, 206, 283, 326]",0.13488651134886512,0.2080469919109784,False,False
11,BRD-K09372874-001-02-9,0.02054305910903831,"[14, 40, 108, 303]",0.2673732626737326,0.30866913308669136,False,False
12,BRD-K12511835-003-03-9,0.05992264698527623,"[187, 205, 273, 294]",0.062493750624937505,0.1252048708172661,False,False
13,BRD-K12737986-001-01-4,0.02831756362760702,"[121, 207, 284, 328]",0.1728827117288271,0.2393760623937606,False,False
14,BRD-K13094524-001-10-9,0.13103489452869702,"[99, 174, 334, 357]",0.0207979202079792,0.07510787382800183,True,False
15,BRD-K13606314-001-02-9,0.0973498342803449,"[5, 126, 191, 352]",0.031996800319968,0.0999900009999,True,False
16,BRD-K16189898-001-26-9,0.05262939870154378,"[45, 112, 148, 168]",0.0735926407359264,0.137986201379862,False,False
17,BRD-K16803204-001-02-9,0.03568727780768546,"[169, 178, 246, 333]",0.12448755124487551,0.20006927878640707,False,False
18,BRD-K17953061-001-05-1,0.14481676155017115,"[132, 274, 323, 353]",0.0192980701929807,0.07510787382800183,True,False
