Metadata_broad_sample,mean_average_precision,indices,p_value,corrected_p_value,below_p,below_corrected_p
BRD-A12994259-001-11-9,0.16740895413496032,"[77, 162, 222, 339]",0.48175182481751827,0.5039013340045306,False,False
BRD-A22769835-300-05-7,0.5953252765752766,"[32, 127, 165, 348]",0.020997900209979003,0.042462420424624205,True,True
BRD-A53576514-048-02-8,0.18648809523809523,"[38, 67, 233, 306]",0.413958604139586,0.4593930850817357,False,False
BRD-A87435144-001-01-6,0.507449494949495,"[11, 278, 335, 354]",0.041195880411958805,0.07497650234976502,True,False
BRD-K00818915-001-02-9,0.47531400966183573,"[72, 91, 96, 153]",0.05579442055794421,0.09503494095034941,False,False
BRD-K01826510-001-09-9,0.44109686609686616,"[13, 85, 254, 326]",0.0806919308069193,0.13112438756124387,False,False
BRD-K02965346-001-01-8,1.0,"[8, 28, 201, 319]",9.999000099990002e-05,0.00064993500649935,True,True
BRD-K03063480-001-08-9,0.9313725490196079,"[92, 114, 191, 261]",0.00039996000399960006,0.0020220200202202003,True,True
BRD-K04923131-001-17-9,0.9791666666666666,"[101, 186, 258, 321]",0.00039996000399960006,0.0020220200202202003,True,True
BRD-K06182768-001-02-3,0.22808969539232696,"[15, 150, 181, 330]",0.30296970302969706,0.35346465353464657,False,False
BRD-K06883221-001-02-9,0.21322089947089948,"[34, 219, 301, 346]",0.33066693330666935,0.3761336366363364,False,False
BRD-K09372874-001-02-9,0.5497727272727273,"[14, 43, 115, 322]",0.028897110288971104,0.05716602252818197,True,False
BRD-K12511835-003-03-9,0.8643939393939394,"[198, 218, 291, 313]",0.000999900009999,0.00363963603639636,True,True
BRD-K12737986-001-01-4,0.23547560970161588,"[129, 220, 302, 349]",0.28617138286171384,0.3426525768475784,False,False
BRD-K13094524-001-10-9,0.4273809523809524,"[105, 185, 356, 380]",0.09519048095190481,0.15197076783549715,False,False
BRD-K13606314-001-02-9,0.1954975918275151,"[5, 134, 202, 375]",0.3818618138186181,0.4290052476233858,False,False
