Metadata_broad_sample,mean_average_precision,indices,p_value,corrected_p_value,below_p,below_corrected_p
BRD-A12994259-001-11-9,0.0195380191397565,"[72, 152, 209, 319]",0.2816718328167183,0.29477284829656564,False,False
BRD-A22769835-300-05-7,0.02921280155588898,"[30, 119, 155, 327]",0.1606839316068393,0.18305764360272833,False,False
BRD-A53576514-048-02-8,0.026689239517751814,"[36, 62, 219, 287]",0.18218178182181782,0.20039459468687276,False,False
BRD-A87435144-001-01-6,0.23918170850150577,"[11, 261, 316, 332]",0.0081991800819918,0.016657908677217382,True,True
BRD-K00818915-001-02-9,0.1245999754922475,"[67, 85, 90, 143]",0.0235976402359764,0.0386143203861432,True,True
BRD-K01826510-001-09-9,0.03482186433070887,"[13, 79, 238, 307]",0.1254874512548745,0.15058494150584942,False,False
BRD-K02965346-001-01-8,0.9125,"[8, 26, 190, 300]",9.999000099990002e-05,0.0004999500049995,True,True
BRD-K03063480-001-08-9,0.7301346801346801,"[86, 107, 180, 245]",9.999000099990002e-05,0.0004999500049995,True,True
BRD-K04923131-001-17-9,0.8983085808580857,"[95, 175, 242, 302]",9.999000099990002e-05,0.0004999500049995,True,True
BRD-K06182768-001-02-3,0.015316567681681638,"[15, 140, 170, 311]",0.3962603739626037,0.4052662915526629,False,False
BRD-K06883221-001-02-9,0.07400649458881499,"[32, 206, 283, 326]",0.0471952804719528,0.071992800719928,True,False
BRD-K09372874-001-02-9,0.389569876628952,"[14, 40, 108, 303]",0.0007999200079992001,0.0025711714542831434,True,True
BRD-K12511835-003-03-9,0.07666667301263219,"[187, 205, 273, 294]",0.0451954804519548,0.07013091794268848,True,False
BRD-K12737986-001-01-4,0.03292164395218233,"[121, 207, 284, 328]",0.136986301369863,0.16011385874399572,False,False
BRD-K13094524-001-10-9,0.533209839965763,"[99, 174, 334, 357]",0.00019998000199980003,0.0007499250074992502,True,True
BRD-K13606314-001-02-9,0.05396525484086298,"[5, 126, 191, 352]",0.07029297070292971,0.09585405095854052,False,False
BRD-K16189898-001-26-9,0.13412745732387849,"[45, 112, 148, 168]",0.0212978702129787,0.0354964503549645,True,True
BRD-K16803204-001-02-9,0.044796336874100166,"[169, 178, 246, 333]",0.08869113088691132,0.11242537718059181,False,False
BRD-K17953061-001-05-1,0.7027777777777777,"[132, 274, 323, 353]",9.999000099990002e-05,0.0004999500049995,True,True
BRD-K19477839-001-10-9,0.02474323291812213,"[1, 59, 208, 340]",0.20117988201179882,0.21814686001279388,False,False
BRD-K19871656-001-01-3,0.46962085494225236,"[74, 92, 133, 186]",0.00019998000199980003,0.0007499250074992502,True,True
BRD-K20290250-001-03-9,0.25291295674792985,"[83, 136, 183, 255]",0.0081991800819918,0.016657908677217382,True,True
BRD-K21728777-001-03-9,0.27990446439491123,"[21, 124, 279, 354]",0.007999200079992,0.016657908677217382,True,True
BRD-K23383398-001-08-1,0.10944619535615209,"[65, 128, 134, 247]",0.029197080291970802,0.04692387904066736,True,True
BRD-K24600306-003-02-9,0.32382758912579174,"[38, 237, 257, 318]",0.007999200079992,0.016657908677217382,True,True
BRD-K24696047-001-03-9,1.0,"[66, 84, 87, 103]",9.999000099990002e-05,0.0004999500049995,True,True
BRD-K25433859-003-03-1,0.24803855191031648,"[159, 220, 280, 288]",0.0081991800819918,0.016657908677217382,True,True
BRD-K25611237-001-09-9,0.25687357470894057,"[217, 239, 315, 322]",0.0081991800819918,0.016657908677217382,True,True
BRD-K28936863-051-14-0,0.13993926877887858,"[60, 94, 301, 346]",0.020597940205979402,0.03497763431204049,True,True
BRD-K30707190-001-06-9,0.2837148962148962,"[241, 264, 299, 324]",0.007999200079992,0.016657908677217382,True,True
BRD-K32730239-001-03-9,0.04910292994251643,"[111, 233, 254, 338]",0.07929207079292071,0.10494538781415977,False,False
BRD-K33818169-003-04-6,0.060747414085593726,"[182, 218, 296, 329]",0.06179382061793821,0.09071673477813509,False,False
BRD-K36234266-001-10-6,0.01953130101475611,"[9, 96, 213, 359]",0.2816718328167183,0.29477284829656564,False,False
BRD-K37379014-001-02-0,1.0,"[58, 80, 129, 197]",9.999000099990002e-05,0.0004999500049995,True,True
BRD-K38627885-001-01-9,0.6555239898989899,"[19, 151, 224, 256]",0.00019998000199980003,0.0007499250074992502,True,True
BRD-K39520573-001-01-2,0.28080113830562786,"[55, 157, 163, 249]",0.007999200079992,0.016657908677217382,True,True
BRD-K39974922-001-05-9,0.32992752304628,"[68, 91, 162, 195]",0.007999200079992,0.016657908677217382,True,True
BRD-K44227013-001-15-9,1.0,"[82, 97, 266, 276]",9.999000099990002e-05,0.0004999500049995,True,True
BRD-K45909031-001-03-9,0.9583333333333333,"[18, 29, 165, 202]",9.999000099990002e-05,0.0004999500049995,True,True
BRD-K49669041-001-10-9,0.4168495934959349,"[17, 43, 71, 154]",0.0005999400059994001,0.001999800019998,True,True
BRD-K50055394-001-04-9,0.057535484184632175,"[70, 158, 244, 281]",0.06509349065093491,0.09299070092990702,False,False
BRD-K53665955-001-05-9,0.06298755403686182,"[138, 194, 297, 350]",0.05799420057994201,0.08699130086991301,False,False
BRD-K53972329-001-12-9,0.05423655440912154,"[16, 160, 166, 184]",0.0695930406959304,0.09585405095854052,False,False
BRD-K54759182-003-09-8,0.03303259535116185,"[2, 27, 88, 104]",0.13638636136386362,0.16011385874399572,False,False
BRD-K54955827-001-03-9,0.16076530650795584,"[200, 222, 230, 339]",0.0193980601939806,0.03357356572035104,True,True
