,Metadata_broad_sample,mean_average_precision,indices,p_value,corrected_p_value,below_p,below_corrected_p
0,BRD-A12994259-001-11-9,0.28096559264322424,"[77, 162, 222, 339]",0.20177982201779823,0.3562643735626438,False,False
1,BRD-A22769835-300-05-7,0.20050593655856813,"[32, 127, 165, 348]",0.36496350364963503,0.4744525547445255,False,False
2,BRD-A53576514-048-02-8,0.27747474747474743,"[38, 67, 233, 306]",0.20827917208279173,0.3576114086704537,False,False
3,BRD-A87435144-001-01-6,0.375,"[11, 278, 335, 354]",0.1341865813418658,0.3022480360659586,False,False
4,BRD-K00818915-001-02-9,0.20617052294683874,"[72, 91, 96, 153]",0.34856514348565143,0.4597018559013664,False,False
5,BRD-K01826510-001-09-9,0.20740076200602514,"[13, 85, 254, 326]",0.34536546345365465,0.4597018559013664,False,False
6,BRD-K02965346-001-01-8,0.9666666666666667,"[8, 28, 201, 319]",0.00039996000399960006,0.004549545045495451,True,True
7,BRD-K03063480-001-08-9,0.5644136941060316,"[92, 114, 191, 261]",0.023997600239976002,0.08088080080880801,True,False
8,BRD-K04923131-001-17-9,0.7257936507936508,"[101, 186, 258, 321]",0.0071992800719928,0.04094590540945905,True,True
9,BRD-K06182768-001-02-3,0.15223867369176294,"[15, 150, 181, 330]",0.5546445355464453,0.5937959145261944,False,False
10,BRD-K06883221-001-02-9,0.20835190136660725,"[34, 219, 301, 346]",0.34256574342565743,0.4597018559013664,False,False
11,BRD-K09372874-001-02-9,0.3386752136752137,"[14, 43, 115, 322]",0.1484851514848515,0.3022480360659586,False,False
12,BRD-K12511835-003-03-9,0.4105910293410293,"[198, 218, 291, 313]",0.11338866113388661,0.29481051894810517,False,False
13,BRD-K12737986-001-01-4,0.23892032674927413,"[129, 220, 302, 349]",0.27777222277772223,0.4434609170661881,False,False
14,BRD-K13094524-001-10-9,0.25690164954870837,"[105, 185, 356, 380]",0.2420757924207579,0.3964603539646035,False,False
15,BRD-K13606314-001-02-9,0.22944981539215287,"[5, 134, 202, 375]",0.29947005299470053,0.4509736526347365,False,False
16,BRD-K16189898-001-26-9,0.6537214247740564,"[49, 120, 158, 179]",0.012598740125987402,0.05142963964473118,True,False
17,BRD-K16803204-001-02-9,0.17755740454076366,"[180, 189, 262, 355]",0.44735526447355267,0.5286925852869259,False,False
