,Metadata_broad_sample,mean_average_precision,indices,p_value,corrected_p_value,below_p,below_corrected_p
0,BRD-A12994259-001-11-9,0.17789987789987788,"[77, 162, 222, 339]",0.4450554944505549,0.5328953946710592,False,False
1,BRD-A22769835-300-05-7,0.5085451231774761,"[32, 127, 165, 348]",0.039696030396960305,0.09506154647693126,True,False
2,BRD-A53576514-048-02-8,0.2175091453380927,"[38, 67, 233, 306]",0.32056794320567944,0.4227780120538671,False,False
3,BRD-A87435144-001-01-6,0.15534696784696783,"[11, 278, 335, 354]",0.5402459754024598,0.5923178766460704,False,False
4,BRD-K00818915-001-02-9,0.11726614029245608,"[72, 91, 96, 153]",0.7679232076792321,0.7763223677632237,False,False
5,BRD-K01826510-001-09-9,0.33242512847776007,"[13, 85, 254, 326]",0.1521847815218478,0.24730026997300267,False,False
6,BRD-K02965346-001-01-8,1.0,"[8, 28, 201, 319]",9.999000099990002e-05,0.0010110100101101002,True,True
7,BRD-K03063480-001-08-9,0.8541666666666667,"[92, 114, 191, 261]",0.0013998600139986002,0.006704592698624875,True,True
8,BRD-K04923131-001-17-9,0.9305555555555556,"[101, 186, 258, 321]",0.00039996000399960006,0.0025997400259974,True,True
9,BRD-K06182768-001-02-3,0.4200727513227513,"[15, 150, 181, 330]",0.10418958104189581,0.20710320272320595,False,False
10,BRD-K06883221-001-02-9,0.1933994708994709,"[34, 219, 301, 346]",0.38936106389361064,0.4921091224210912,False,False
11,BRD-K09372874-001-02-9,0.5205654651306825,"[14, 43, 115, 322]",0.0370962903709629,0.09123682226371957,True,False
12,BRD-K12511835-003-03-9,0.5451479076479077,"[198, 218, 291, 313]",0.029997000299970003,0.07582575075825751,True,False
13,BRD-K12737986-001-01-4,0.20393453510713572,"[129, 220, 302, 349]",0.3554644535546445,0.4621037896210378,False,False
14,BRD-K13094524-001-10-9,0.15042525700420437,"[105, 185, 356, 380]",0.5635436456354365,0.6105056161050562,False,False
15,BRD-K13606314-001-02-9,0.11848987255721001,"[5, 134, 202, 375]",0.7566243375662434,0.7736271316688555,False,False
16,BRD-K16189898-001-26-9,0.8363095238095238,"[49, 120, 158, 179]",0.0013998600139986002,0.006704592698624875,True,True
17,BRD-K16803204-001-02-9,0.3748131498131498,"[180, 189, 262, 355]",0.1342865713428657,0.238935365722687,False,False
18,BRD-K17953061-001-05-1,0.6493915548675611,"[141, 292, 343, 376]",0.012598740125987402,0.040035996400359965,True,True
19,BRD-K19477839-001-10-9,0.22973245078508236,"[1, 64, 221, 362]",0.29927007299270075,0.41897810218978104,False,False
20,BRD-K19871656-001-01-3,0.16967951853787766,"[79, 98, 142, 197]",0.47625237476252374,0.5421920307969204,False,False
21,BRD-K20290250-001-03-9,0.7538986354775828,"[89, 145, 194, 272]",0.0051994800519948,0.021506940215069402,True,True
22,BRD-K21728777-001-03-9,0.6134259259259259,"[22, 132, 297, 377]",0.016198380161983803,0.04466826044668261,True,True
23,BRD-K23383398-001-08-1,0.13484569266303012,"[70, 136, 143, 263]",0.6454354564543545,0.6751106498545547,False,False
24,BRD-K24600306-003-02-9,0.4298611111111111,"[41, 253, 274, 338]",0.09209079092090791,0.190460499404605,False,False
25,BRD-K24696047-001-03-9,1.0,"[71, 90, 93, 110]",9.999000099990002e-05,0.0010110100101101002,True,True
26,BRD-K25433859-003-03-1,0.4185122339534104,"[169, 234, 298, 307]",0.10468953104689531,0.20710320272320595,False,False
27,BRD-K25611237-001-09-9,0.3548127798127798,"[231, 255, 334, 342]",0.14128587141285873,0.238935365722687,False,False
28,BRD-K28936863-051-14-0,0.6113095238095239,"[65, 100, 320, 369]",0.016198380161983803,0.04466826044668261,True,True
29,BRD-K30707190-001-06-9,0.4053571428571428,"[257, 281, 318, 344]",0.12008799120087991,0.22766681665166816,False,False
30,BRD-K32730239-001-03-9,0.1728519044308518,"[118, 249, 271, 360]",0.46335366463353667,0.5405792754057928,False,False
31,BRD-K33818169-003-04-6,0.353968253968254,"[193, 232, 315, 350]",0.14178582141785823,0.238935365722687,False,False
32,BRD-K36234266-001-10-6,0.14223437381332116,"[9, 102, 226, 383]",0.6044395560443956,0.6471058776475294,False,False
33,BRD-K37379014-001-02-0,0.713515406162465,"[63, 86, 137, 208]",0.008599140085991401,0.03402268468805294,True,True
34,BRD-K38627885-001-01-9,0.9791666666666666,"[20, 161, 238, 273]",0.00039996000399960006,0.0025997400259974,True,True
35,BRD-K39520573-001-01-2,0.3918872549019608,"[60, 167, 174, 265]",0.1292870712928707,0.238935365722687,False,False
36,BRD-K39974922-001-05-9,0.6458839649629123,"[73, 97, 172, 206]",0.012998700129987,0.040035996400359965,True,True
37,BRD-K44227013-001-15-9,1.0,"[88, 103, 283, 294]",9.999000099990002e-05,0.0010110100101101002,True,True
38,BRD-K45909031-001-03-9,1.0,"[19, 31, 176, 214]",9.999000099990002e-05,0.0010110100101101002,True,True
39,BRD-K49669041-001-10-9,0.4330091677646026,"[17, 47, 76, 164]",0.08999100089991001,0.19044607167190258,False,False
40,BRD-K50055394-001-04-9,0.18695887445887444,"[75, 168, 260, 299]",0.41305869413058693,0.5149087830942933,False,False
41,BRD-K53665955-001-05-9,0.2894578664799253,"[148, 205, 316, 373]",0.19018098190180982,0.28371261234532286,False,False
42,BRD-K53972329-001-12-9,0.22185876487347075,"[16, 170, 177, 195]",0.31356864313568644,0.41962862537275686,False,False
43,BRD-K54759182-003-09-8,0.15531246513503547,"[2, 29, 94, 111]",0.5402459754024598,0.5923178766460704,False,False
44,BRD-K54955827-001-03-9,0.4126653439153439,"[212, 236, 245, 361]",0.11088891110888911,0.21469980661508314,False,False
45,BRD-K56301217-001-02-5,0.2396295942619472,"[27, 69, 124, 296]",0.27777222277772223,0.4012265440122655,False,False
46,BRD-K56932272-001-02-9,0.6555555555555556,"[40, 117, 279, 352]",0.0122987701229877,0.040035996400359965,True,True
47,BRD-K57080016-001-19-1,0.2333430902005071,"[59, 200, 227, 314]",0.29147085291470853,0.41443511898810115,False,False
48,BRD-K60130390-001-02-1,0.8578548644338118,"[57, 152, 223, 266]",0.0013998600139986002,0.006704592698624875,True,True
49,BRD-K61397605-001-04-2,0.3065851972101972,"[61, 74, 123, 154]",0.1730826917308269,0.2696363696963637,False,False
50,BRD-K61688984-001-04-5,0.22282719108377003,"[62, 157, 239, 282]",0.3113688631136886,0.41962862537275686,False,False
51,BRD-K62391742-001-19-9,0.56875,"[0, 151, 327, 374]",0.0235976402359764,0.06135386461353864,True,False
52,BRD-K63631219-001-01-6,0.47414021164021164,"[82, 250, 295, 379]",0.05679432056794321,0.12605568711421541,False,False
53,BRD-K64881305-001-07-9,1.0,"[45, 130, 240, 341]",9.999000099990002e-05,0.0010110100101101002,True,True
54,BRD-K66401437-001-03-3,0.9791666666666666,"[131, 213, 256, 364]",0.00039996000399960006,0.0025997400259974,True,True
55,BRD-K66430217-001-05-9,0.20124278499278497,"[35, 159, 204, 324]",0.3628637136286371,0.4650788442282532,False,False
56,BRD-K67578145-001-13-9,0.3142663926487456,"[25, 26, 203, 300]",0.16768323167683233,0.2677048084665218,False,False
57,BRD-K67772619-001-06-9,0.6403595451078288,"[66, 230, 289, 331]",0.0131986801319868,0.040035996400359965,True,True
58,BRD-K68756823-001-12-9,0.1657005835295309,"[56, 80, 329, 351]",0.49025097490250974,0.550775786618869,False,False
59,BRD-K69023402-001-03-3,0.7757936507936508,"[116, 199, 217, 368]",0.0037996200379962005,0.017288271172882713,True,True
60,BRD-K70446295-001-04-9,0.36829693998811647,"[178, 310, 333, 345]",0.136986301369863,0.238935365722687,False,False
61,BRD-K70578146-001-13-9,0.3403137221072004,"[54, 269, 312, 337]",0.146985301469853,0.2431938624319386,False,False
62,BRD-K70642949-001-06-9,0.9666666666666667,"[3, 125, 196, 370]",0.00039996000399960006,0.0025997400259974,True,True
