,Metadata_broad_sample,mean_average_precision,indices,p_value,corrected_p_value,below_p,below_corrected_p
0,BRD-A12994259-001-11-9,0.029197876697516237,"[72, 152, 209, 319]",0.1648835116488351,0.17878934998066456,False,False
1,BRD-A22769835-300-05-7,0.24722166055063902,"[30, 119, 155, 327]",0.0096990300969903,0.0207370567291097,True,True
2,BRD-A53576514-048-02-8,0.04631168805591456,"[36, 62, 219, 287]",0.08849115088491151,0.10618938106189381,False,False
3,BRD-A87435144-001-01-6,0.13883874810427727,"[11, 261, 316, 332]",0.0198980101989801,0.030876222722555326,True,True
4,BRD-K00818915-001-02-9,0.05015507445211316,"[67, 85, 90, 143]",0.0785921407859214,0.0984901509849015,False,False
5,BRD-K01826510-001-09-9,0.15614330738874024,"[13, 79, 238, 307]",0.018698130186981302,0.030154879248917216,True,True
6,BRD-K02965346-001-01-8,1.0,"[8, 26, 190, 300]",9.999000099990002e-05,0.0003912652213039566,True,True
7,BRD-K03063480-001-08-9,0.5986036952284092,"[86, 107, 180, 245]",9.999000099990002e-05,0.0003912652213039566,True,True
8,BRD-K04923131-001-17-9,0.927536231884058,"[95, 175, 242, 302]",9.999000099990002e-05,0.0003912652213039566,True,True
9,BRD-K06182768-001-02-3,0.09711679853350676,"[15, 140, 170, 311]",0.031996800319968,0.043804443085103256,True,True
10,BRD-K06883221-001-02-9,0.04856407589486244,"[32, 206, 283, 326]",0.08209179082091791,0.10120905717647415,False,False
11,BRD-K09372874-001-02-9,0.1253287448425763,"[14, 40, 108, 303]",0.022297770222977704,0.033896610338966106,True,True
12,BRD-K12511835-003-03-9,0.8020451770451771,"[187, 205, 273, 294]",9.999000099990002e-05,0.0003912652213039566,True,True
13,BRD-K12737986-001-01-4,0.04664596295330638,"[121, 207, 284, 328]",0.08789121087891211,0.10618938106189381,False,False
14,BRD-K13094524-001-10-9,0.2739282133947468,"[99, 174, 334, 357]",0.0096990300969903,0.0207370567291097,True,True
15,BRD-K13606314-001-02-9,0.03885425943660361,"[5, 126, 191, 352]",0.11048895110488952,0.1268987025348098,False,False
16,BRD-K16189898-001-26-9,0.461683002667031,"[45, 112, 148, 168]",0.00029997000299970003,0.0010383577026912695,True,True
17,BRD-K16803204-001-02-9,0.2888695339531528,"[169, 178, 246, 333]",0.009599040095990401,0.0207370567291097,True,True
18,BRD-K17953061-001-05-1,0.552561618854146,"[132, 274, 323, 353]",9.999000099990002e-05,0.0003912652213039566,True,True
19,BRD-K19477839-001-10-9,0.018788038944572087,"[1, 59, 208, 340]",0.30256974302569745,0.31300318244037667,False,False
