,Metadata_broad_sample,mean_average_precision,p_value,corrected_p_value,below_p,below_corrected_p
0,BRD-A12994259-001-11-9,0.024660298192731238,0.18238176182381763,0.19758024197580243,False,False
1,BRD-A22769835-300-05-7,0.24674227328703122,0.008099190080991902,0.017209148650352356,True,True
2,BRD-A53576514-048-02-8,0.03810787434940336,0.0994900509949005,0.11970621119706212,False,False
3,BRD-A87435144-001-01-6,0.13516708008896738,0.017298270172982702,0.02714038940933493,True,True
4,BRD-K00818915-001-02-9,0.04884488824652166,0.0695930406959304,0.08795787087957871,False,False
5,BRD-K01826510-001-09-9,0.15469708262817555,0.0160983901609839,0.026800956268009567,True,True
6,BRD-K02965346-001-01-8,1.0,9.999000099990002e-05,0.0005686931306869313,True,True
7,BRD-K03063480-001-08-9,0.5981339255560381,0.00019998000199980003,0.000727927207279272,True,True
8,BRD-K04923131-001-17-9,0.9270833333333334,9.999000099990002e-05,0.0005686931306869313,True,True
9,BRD-K06182768-001-02-3,0.09573806943993629,0.027597240275972403,0.0380507403805074,True,True
10,BRD-K06883221-001-02-9,0.037723074720811,0.10088991100889912,0.11970621119706212,False,False
11,BRD-K09372874-001-02-9,0.12466155037565671,0.019198080191980802,0.029117088291170885,True,True
12,BRD-K12511835-003-03-9,0.7917774822695035,9.999000099990002e-05,0.0005686931306869313,True,True
13,BRD-K12737986-001-01-4,0.04206653160437365,0.0856914308569143,0.10537730010782705,False,False
14,BRD-K13094524-001-10-9,0.24576218795365837,0.008099190080991902,0.017209148650352356,True,True
15,BRD-K13606314-001-02-9,0.03763191578672935,0.10128987101289871,0.11970621119706212,False,False
16,BRD-K16189898-001-26-9,0.4615061304074462,0.00029997000299970003,0.0010498950104989501,True,True
17,BRD-K16803204-001-02-9,0.28159457150749717,0.007799220077992201,0.017209148650352356,True,True
18,BRD-K17953061-001-05-1,0.5511581235058125,0.00019998000199980003,0.000727927207279272,True,True
19,BRD-K19477839-001-10-9,0.017014362049334986,0.31126887311268875,0.3247754769977548,False,False
20,BRD-K19871656-001-01-3,0.26969792330298226,0.007899210078992101,0.017209148650352356,True,True
21,BRD-K20290250-001-03-9,0.4176783439892054,0.00039996000399960006,0.001348013346813467,True,True
22,BRD-K21728777-001-03-9,0.34735681562128434,0.0021997800219978004,0.006672666066726661,True,True
23,BRD-K23383398-001-08-1,0.12763790079030296,0.018098190180981903,0.027914157736768697,True,True
24,BRD-K24600306-003-02-9,0.5028932648599953,0.00019998000199980003,0.000727927207279272,True,True
25,BRD-K24696047-001-03-9,1.0,9.999000099990002e-05,0.0005686931306869313,True,True
26,BRD-K25433859-003-03-1,0.3651660965543529,0.0006999300069993001,0.0021963320909288383,True,True
27,BRD-K25611237-001-09-9,0.11771316390031472,0.0221977802219778,0.03258061290645129,True,True
28,BRD-K28936863-051-14-0,0.17853828647574385,0.0105989401059894,0.01929007099290071,True,True
29,BRD-K30707190-001-06-9,0.15289696155621607,0.016198380161983803,0.026800956268009567,True,True
30,BRD-K32730239-001-03-9,0.029310711528892367,0.1416858314168583,0.15723671535285494,False,False
31,BRD-K33818169-003-04-6,0.05671609496717544,0.0565943405659434,0.07357264273572642,False,False
32,BRD-K36234266-001-10-6,0.012063827958029145,0.49675032496750327,0.5022697730226977,False,False
33,BRD-K37379014-001-02-0,1.0,9.999000099990002e-05,0.0005686931306869313,True,True
34,BRD-K38627885-001-01-9,0.8560606060606061,9.999000099990002e-05,0.0005686931306869313,True,True
35,BRD-K39520573-001-01-2,0.329495224268633,0.007699230076992301,0.017209148650352356,True,True
36,BRD-K39974922-001-05-9,0.33616285375291927,0.007699230076992301,0.017209148650352356,True,True
37,BRD-K44227013-001-15-9,1.0,9.999000099990002e-05,0.0005686931306869313,True,True
38,BRD-K45909031-001-03-9,0.5546564546564546,0.00019998000199980003,0.000727927207279272,True,True
39,BRD-K49669041-001-10-9,0.3426662391987972,0.004299570042995701,0.01262131851330996,True,True
40,BRD-K50055394-001-04-9,0.2270005854195563,0.0081991800819918,0.017209148650352356,True,True
41,BRD-K53665955-001-05-9,0.1884644767830132,0.009099090090990901,0.017439922674399224,True,True
42,BRD-K53972329-001-12-9,0.03358934473236423,0.1166883311668833,0.13273297670232975,False,False
43,BRD-K54759182-003-09-8,0.02712182292944021,0.15748425157484253,0.1726634565459117,False,False
44,BRD-K54955827-001-03-9,0.6158714596949891,0.00019998000199980003,0.000727927207279272,True,True
45,BRD-K56301217-001-02-5,0.10860036847159352,0.024797520247975203,0.03513648635136486,True,True
46,BRD-K56932272-001-02-9,0.16078205541745116,0.0160983901609839,0.026800956268009567,True,True
47,BRD-K57080016-001-19-1,0.1742176343054097,0.012698730126987301,0.0226585184618793,True,True
48,BRD-K60130390-001-02-1,0.7674603174603175,9.999000099990002e-05,0.0005686931306869313,True,True
49,BRD-K61397605-001-04-2,0.7768904212402664,9.999000099990002e-05,0.0005686931306869313,True,True
50,BRD-K61688984-001-04-5,0.1065752090516356,0.025097490250974904,0.03513648635136486,True,True
51,BRD-K62391742-001-19-9,0.05589335430218152,0.0575942405759424,0.0738179703156445,False,False
52,BRD-K63631219-001-01-6,0.18705754501154687,0.0091990800919908,0.017439922674399224,True,True
53,BRD-K64881305-001-07-9,1.0,9.999000099990002e-05,0.0005686931306869313,True,True
54,BRD-K66401437-001-03-3,1.0,9.999000099990002e-05,0.0005686931306869313,True,True
55,BRD-K66430217-001-05-9,0.07430514646318846,0.0402959704029597,0.05314396096622222,True,False
56,BRD-K67578145-001-13-9,0.18217705974726134,0.009799020097990201,0.018198180181981802,True,True
57,BRD-K67772619-001-06-9,0.6716624048121095,0.00019998000199980003,0.000727927207279272,True,True
58,BRD-K68756823-001-12-9,0.01961444911183623,0.25547445255474455,0.27032761840095065,False,False
59,BRD-K69023402-001-03-3,0.4824690244628299,0.00019998000199980003,0.000727927207279272,True,True
60,BRD-K70446295-001-04-9,0.2023805105079084,0.008599140085991401,0.017209148650352356,True,True
61,BRD-K70578146-001-13-9,0.5597115145228595,0.00019998000199980003,0.000727927207279272,True,True
62,BRD-K70642949-001-06-9,0.8273809523809524,9.999000099990002e-05,0.0005686931306869313,True,True
63,BRD-K72898849-001-03-9,0.09232052256004172,0.029797020297970205,0.04047057980769087,True,True
64,BRD-K72951360-001-02-9,0.9479166666666666,9.999000099990002e-05,0.0005686931306869313,True,True
65,BRD-K73397362-001-09-9,0.23474327998780284,0.008099190080991902,0.017209148650352356,True,True
66,BRD-K73982490-001-04-9,0.015480955069995282,0.35376462353764626,0.361714390358717,False,False
67,BRD-K75009076-001-04-9,0.36599586125214334,0.0006999300069993001,0.0021963320909288383,True,True
68,BRD-K76908866-001-08-9,0.12114563446926858,0.020497950204979503,0.03057890932218254,True,True
69,BRD-K82164249-001-03-5,0.0860209411553656,0.034096590340965904,0.04562926060335143,True,True
70,BRD-K82941592-238-06-9,0.019857950548382564,0.25077492250774924,0.26847668174359035,False,False
71,BRD-K83192048-050-01-9,0.13305436511958252,0.017298270172982702,0.02714038940933493,True,True
72,BRD-K83607951-001-04-9,0.1485702016290864,0.016698330166983303,0.027134786521347865,True,True
73,BRD-K84937637-001-21-9,0.25904444270476035,0.008099190080991902,0.017209148650352356,True,True
74,BRD-K85606544-001-07-5,0.29704157609200527,0.007699230076992301,0.017209148650352356,True,True
75,BRD-K85776940-001-01-9,0.03280955900411915,0.12138786121387861,0.13637401691929574,False,False
76,BRD-K86118762-001-05-9,0.7331349206349207,9.999000099990002e-05,0.0005686931306869313,True,True
77,BRD-K86718786-001-03-9,0.016898844352731743,0.3140685931406859,0.3247754769977548,False,False
78,BRD-K87632963-001-05-9,0.2051642173419117,0.008599140085991401,0.017209148650352356,True,True
79,BRD-K88677950-001-04-9,0.03655666735589095,0.10488951104889511,0.1208220950056893,False,False
80,BRD-K91900765-001-09-9,0.10857326469076779,0.024797520247975203,0.03513648635136486,True,True
81,BRD-K93942811-001-03-9,0.03691579158740588,0.10368963103689631,0.1208220950056893,False,False
