Metadata_broad_sample,mean_average_precision,indices,p_value,corrected_p_value,below_p,below_corrected_p
BRD-A12994259-001-11-9,0.14227589146319797,"[77, 162, 222, 339]",0.6059394060593941,0.6195560219258974,False,False
BRD-A22769835-300-05-7,0.4085520765783924,"[32, 127, 165, 348]",0.11758824117588242,0.18449189563802243,False,False
BRD-A53576514-048-02-8,0.25704573934837094,"[38, 67, 233, 306]",0.24097590240975902,0.30039461807243933,False,False
BRD-A87435144-001-01-6,0.5403947903947903,"[11, 278, 335, 354]",0.030296970302969704,0.05301969803019699,True,False
BRD-K00818915-001-02-9,0.41630644682115264,"[72, 91, 96, 153]",0.1090890910908909,0.17415977700475566,False,False
BRD-K01826510-001-09-9,0.37062378167641324,"[13, 85, 254, 326]",0.13658634136586342,0.20375995187366513,False,False
BRD-K02965346-001-01-8,1.0,"[8, 28, 201, 319]",9.999000099990002e-05,0.0004549545045495451,True,True
BRD-K03063480-001-08-9,1.0,"[92, 114, 191, 261]",9.999000099990002e-05,0.0004549545045495451,True,True
BRD-K04923131-001-17-9,0.9345238095238095,"[101, 186, 258, 321]",0.00039996000399960006,0.0016543800165438002,True,True
BRD-K06182768-001-02-3,0.21401495291201175,"[15, 150, 181, 330]",0.32996700329967005,0.3950920697403944,False,False
BRD-K06883221-001-02-9,0.1711169506821681,"[34, 219, 301, 346]",0.46825317468253175,0.5072742725727427,False,False
BRD-K09372874-001-02-9,0.6245632801811292,"[14, 43, 115, 322]",0.015998400159984,0.0323523203235232,True,True
BRD-K12511835-003-03-9,0.275535113035113,"[198, 218, 291, 313]",0.20887911208879112,0.26771829859267593,False,False
BRD-K12737986-001-01-4,0.2411340852130326,"[129, 220, 302, 349]",0.27387261273872615,0.33678929404356867,False,False
BRD-K13094524-001-10-9,0.7077614379084968,"[105, 185, 356, 380]",0.008399160083991601,0.021837816218378162,True,True
BRD-K13606314-001-02-9,0.19834239834239833,"[5, 134, 202, 375]",0.37206279372062795,0.42857866112122966,False,False
BRD-K16189898-001-26-9,0.6908155806182121,"[49, 120, 158, 179]",0.010498950104989501,0.02514222261984328,True,True
BRD-K16803204-001-02-9,0.18996903437692914,"[180, 189, 262, 355]",0.40115988401159886,0.45631936806319373,False,False
BRD-K17953061-001-05-1,1.0,"[141, 292, 343, 376]",9.999000099990002e-05,0.0004549545045495451,True,True
BRD-K19477839-001-10-9,0.2907163742690059,"[1, 64, 221, 362]",0.18868113188681132,0.24884033335796857,False,False
BRD-K19871656-001-01-3,0.7547619047619047,"[79, 98, 142, 197]",0.0031996800319968005,0.009099090090990901,True,True
BRD-K20290250-001-03-9,0.5575174825174825,"[89, 145, 194, 272]",0.0268973102689731,0.04895310468953104,True,True
BRD-K21728777-001-03-9,0.7801288244766506,"[22, 132, 297, 377]",0.0021997800219978004,0.006902758000062064,True,True
BRD-K23383398-001-08-1,0.42450175920570654,"[70, 136, 143, 263]",0.09929007099290071,0.1624837516248375,False,False
BRD-K24600306-003-02-9,0.7095580808080808,"[41, 253, 274, 338]",0.007799220077992201,0.0208743831499203,True,True
BRD-K24696047-001-03-9,1.0,"[71, 90, 93, 110]",9.999000099990002e-05,0.0004549545045495451,True,True
BRD-K25433859-003-03-1,0.6568713450292397,"[169, 234, 298, 307]",0.0117988201179882,0.026842315768423157,True,True
BRD-K25611237-001-09-9,0.5567307692307693,"[231, 255, 334, 342]",0.0268973102689731,0.04895310468953104,True,True
BRD-K28936863-051-14-0,0.688864522417154,"[65, 100, 320, 369]",0.010498950104989501,0.02514222261984328,True,True
BRD-K30707190-001-06-9,0.5666666666666667,"[257, 281, 318, 344]",0.025097490250974904,0.04758065860080659,True,True
BRD-K32730239-001-03-9,0.177774064171123,"[118, 249, 271, 360]",0.4443555644435556,0.4931262971263849,False,False
BRD-K33818169-003-04-6,0.33985551485551485,"[193, 232, 315, 350]",0.15108489151084892,0.2148238301169883,False,False
BRD-K36234266-001-10-6,0.1567843884987848,"[9, 102, 226, 383]",0.5291470852914708,0.5534756869140671,False,False
BRD-K37379014-001-02-0,1.0,"[63, 86, 137, 208]",9.999000099990002e-05,0.0004549545045495451,True,True
BRD-K38627885-001-01-9,1.0,"[20, 161, 238, 273]",9.999000099990002e-05,0.0004549545045495451,True,True
BRD-K39520573-001-01-2,0.45218151588120625,"[60, 167, 174, 265]",0.07039296070392961,0.12086338535957725,False,False
BRD-K39974922-001-05-9,0.8375,"[73, 97, 172, 206]",0.000999900009999,0.00363963603639636,True,True
BRD-K44227013-001-15-9,1.0,"[88, 103, 283, 294]",9.999000099990002e-05,0.0004549545045495451,True,True
BRD-K45909031-001-03-9,1.0,"[19, 31, 176, 214]",9.999000099990002e-05,0.0004549545045495451,True,True
