Metadata_broad_sample,mean_average_precision,indices,p_value,corrected_p_value,below_p,below_corrected_p
BRD-A12994259-001-11-9,0.28096559264322424,"[77, 162, 222, 339]",0.20177982201779823,0.35572291827421026,False,False
BRD-A22769835-300-05-7,0.20050593655856813,"[32, 127, 165, 348]",0.3635636436356364,0.47263273672632733,False,False
BRD-A53576514-048-02-8,0.27747474747474743,"[38, 67, 233, 306]",0.20717928207179281,0.35572291827421026,False,False
BRD-A87435144-001-01-6,0.375,"[11, 278, 335, 354]",0.13458654134586542,0.30778661264308355,False,False
BRD-K00818915-001-02-9,0.20617052294683874,"[72, 91, 96, 153]",0.34826517348265174,0.4593062432887146,False,False
BRD-K01826510-001-09-9,0.20740076200602514,"[13, 85, 254, 326]",0.34526547345265474,0.4593062432887146,False,False
BRD-K02965346-001-01-8,0.9666666666666667,"[8, 28, 201, 319]",0.00039996000399960006,0.004549545045495451,True,True
BRD-K03063480-001-08-9,0.5644136941060316,"[92, 114, 191, 261]",0.025897410258974102,0.08728386420617197,True,False
BRD-K04923131-001-17-9,0.7257936507936508,"[101, 186, 258, 321]",0.005599440055994401,0.031846815318468155,True,True
BRD-K06182768-001-02-3,0.15223867369176294,"[15, 150, 181, 330]",0.5551444855514449,0.5943311551197822,False,False
BRD-K06883221-001-02-9,0.20835190136660725,"[34, 219, 301, 346]",0.34226577342265774,0.4593062432887146,False,False
BRD-K09372874-001-02-9,0.3386752136752137,"[14, 43, 115, 322]",0.1513848615138486,0.30778661264308355,False,False
BRD-K12511835-003-03-9,0.4105910293410293,"[198, 218, 291, 313]",0.11538846115388461,0.29799520047995204,False,False
BRD-K12737986-001-01-4,0.23892032674927413,"[129, 220, 302, 349]",0.2786721327867213,0.4448976155016077,False,False
BRD-K13094524-001-10-9,0.25690164954870837,"[105, 185, 356, 380]",0.24177582241775822,0.3941855814418558,False,False
BRD-K13606314-001-02-9,0.22944981539215287,"[5, 134, 202, 375]",0.2993700629937006,0.4512579992000799,False,False
BRD-K16189898-001-26-9,0.6537214247740564,"[49, 120, 158, 179]",0.012898710128987101,0.05261647748268652,True,False
BRD-K16803204-001-02-9,0.17755740454076366,"[180, 189, 262, 355]",0.44455554444555545,0.5253838252538383,False,False
BRD-K17953061-001-05-1,0.652046783625731,"[141, 292, 343, 376]",0.012898710128987101,0.05261647748268652,True,False
BRD-K19477839-001-10-9,0.1791368742284074,"[1, 64, 221, 362]",0.4400559944005599,0.5253838252538383,False,False
BRD-K19871656-001-01-3,0.2220218131112094,"[79, 98, 142, 197]",0.31356864313568644,0.4512579992000799,False,False
BRD-K20290250-001-03-9,0.3505917571707045,"[89, 145, 194, 272]",0.14408559144085592,0.30778661264308355,False,False
BRD-K21728777-001-03-9,0.5143730098877157,"[22, 132, 297, 377]",0.037696230376962306,0.12251274872512749,True,False
BRD-K23383398-001-08-1,0.3689561423984799,"[70, 136, 143, 263]",0.1374862513748625,0.30778661264308355,False,False
BRD-K24600306-003-02-9,0.34842097445038617,"[41, 253, 274, 338]",0.1456854314568543,0.30778661264308355,False,False
BRD-K24696047-001-03-9,1.0,"[71, 90, 93, 110]",9.999000099990002e-05,0.0015165150151651501,True,True
BRD-K25433859-003-03-1,0.4953930056871233,"[169, 234, 298, 307]",0.04609539046095391,0.13982268439822684,True,False
BRD-K25611237-001-09-9,0.23486605986605985,"[231, 255, 334, 342]",0.2870712928707129,0.45040495950404963,False,False
BRD-K28936863-051-14-0,0.29467364750259484,"[65, 100, 320, 369]",0.1832816718328167,0.34038024768951675,False,False
BRD-K30707190-001-06-9,0.22741402116402115,"[257, 281, 318, 344]",0.30386961303869614,0.4512579992000799,False,False
BRD-K32730239-001-03-9,0.37416194916194917,"[118, 249, 271, 360]",0.13508649135086492,0.30778661264308355,False,False
BRD-K33818169-003-04-6,0.3157407407407407,"[193, 232, 315, 350]",0.16828317168283172,0.3258248643220784,False,False
BRD-K36234266-001-10-6,0.19798794256998592,"[9, 102, 226, 383]",0.37296270372962703,0.47802262027318393,False,False
BRD-K37379014-001-02-0,0.511762360446571,"[63, 86, 137, 208]",0.039996000399960006,0.12550469091021935,True,False
BRD-K38627885-001-01-9,0.784280303030303,"[20, 161, 238, 273]",0.0021997800219978004,0.014298570142985701,True,True
BRD-K39520573-001-01-2,0.3305172188492622,"[60, 167, 174, 265]",0.15558444155584442,0.30778661264308355,False,False
BRD-K39974922-001-05-9,0.5817871466768526,"[73, 97, 172, 206]",0.023397660233976603,0.08189181081891811,True,False
