Metadata_broad_sample,mean_average_precision,indices,p_value,corrected_p_value,below_p,below_corrected_p
BRD-A12994259-001-11-9,0.17789987789987788,"[77, 162, 222, 339]",0.44325567443255676,0.5307403470179298,False,False
BRD-A22769835-300-05-7,0.5085451231774761,"[32, 127, 165, 348]",0.0408959104089591,0.09793494334777048,True,False
BRD-A53576514-048-02-8,0.2175091453380927,"[38, 67, 233, 306]",0.3213678632136786,0.42383297902093847,False,False
BRD-A87435144-001-01-6,0.15534696784696783,"[11, 278, 335, 354]",0.5384461553844615,0.5903445799998313,False,False
BRD-K00818915-001-02-9,0.11726614029245608,"[72, 91, 96, 153]",0.7615238476152385,0.7683231676832317,False,False
BRD-K01826510-001-09-9,0.33242512847776007,"[13, 85, 254, 326]",0.1546845315468453,0.2513623637636236,False,False
BRD-K02965346-001-01-8,1.0,"[8, 28, 201, 319]",9.999000099990002e-05,0.0010110100101101002,True,True
BRD-K03063480-001-08-9,0.8541666666666667,"[92, 114, 191, 261]",0.000999900009999,0.004788994784732053,True,True
BRD-K04923131-001-17-9,0.9305555555555556,"[101, 186, 258, 321]",0.00039996000399960006,0.0025997400259974,True,True
BRD-K06182768-001-02-3,0.4200727513227513,"[15, 150, 181, 330]",0.10418958104189581,0.20710320272320595,False,False
BRD-K06883221-001-02-9,0.1933994708994709,"[34, 219, 301, 346]",0.38906109389061094,0.49172999366729997,False,False
BRD-K09372874-001-02-9,0.5205654651306825,"[14, 43, 115, 322]",0.03569643035696431,0.08779392331037167,True,False
BRD-K12511835-003-03-9,0.5451479076479077,"[198, 218, 291, 313]",0.0292970702929707,0.07405648324056484,True,False
BRD-K12737986-001-01-4,0.20393453510713572,"[129, 220, 302, 349]",0.35506449355064496,0.46158384161583843,False,False
BRD-K13094524-001-10-9,0.15042525700420437,"[105, 185, 356, 380]",0.565043495650435,0.6121304536213046,False,False
BRD-K13606314-001-02-9,0.11848987255721001,"[5, 134, 202, 375]",0.7501249875012499,0.7669817287934129,False,False
BRD-K16189898-001-26-9,0.8363095238095238,"[49, 120, 158, 179]",0.000999900009999,0.004788994784732053,True,True
BRD-K16803204-001-02-9,0.3748131498131498,"[180, 189, 262, 355]",0.13508649135086492,0.2407888840745555,False,False
BRD-K17953061-001-05-1,0.6493915548675611,"[141, 292, 343, 376]",0.012898710128987101,0.040945905409459055,True,True
BRD-K19477839-001-10-9,0.22973245078508236,"[1, 64, 221, 362]",0.29927007299270075,0.41897810218978104,False,False
BRD-K19871656-001-01-3,0.16967951853787766,"[79, 98, 142, 197]",0.47485251474852513,0.540599690030997,False,False
BRD-K20290250-001-03-9,0.7538986354775828,"[89, 145, 194, 272]",0.0031996800319968005,0.013235040132350401,True,True
BRD-K21728777-001-03-9,0.6134259259259259,"[22, 132, 297, 377]",0.016998300169983,0.046874100468741006,True,True
BRD-K23383398-001-08-1,0.13484569266303012,"[70, 136, 143, 263]",0.6474352564743525,0.6772023947030583,False,False
BRD-K24600306-003-02-9,0.4298611111111111,"[41, 253, 274, 338]",0.09399060093990601,0.1943896519438965,False,False
BRD-K24696047-001-03-9,1.0,"[71, 90, 93, 110]",9.999000099990002e-05,0.0010110100101101002,True,True
BRD-K25433859-003-03-1,0.4185122339534104,"[169, 234, 298, 307]",0.10468953104689531,0.20710320272320595,False,False
BRD-K25611237-001-09-9,0.3548127798127798,"[231, 255, 334, 342]",0.14178582141785823,0.2407888840745555,False,False
BRD-K28936863-051-14-0,0.6113095238095239,"[65, 100, 320, 369]",0.016998300169983,0.046874100468741006,True,True
BRD-K30707190-001-06-9,0.4053571428571428,"[257, 281, 318, 344]",0.1202879712028797,0.22804594540545944,False,False
BRD-K32730239-001-03-9,0.1728519044308518,"[118, 249, 271, 360]",0.46355364463553644,0.540599690030997,False,False
BRD-K33818169-003-04-6,0.353968253968254,"[193, 232, 315, 350]",0.14288571142885712,0.2407888840745555,False,False
