Metadata_broad_sample,mean_average_precision,indices,p_value,corrected_p_value,below_p,below_corrected_p
BRD-A12994259-001-11-9,0.04051824483790352,"[72, 152, 209, 319]",0.10088991100889912,0.11493787330127747,False,False
BRD-A22769835-300-05-7,0.13595806563208987,"[30, 119, 155, 327]",0.020997900209979003,0.03042552887568386,True,True
BRD-A53576514-048-02-8,0.02319349333733894,"[36, 62, 219, 287]",0.22087791220877911,0.23387073057400143,False,False
BRD-A87435144-001-01-6,0.45493397770548294,"[11, 261, 316, 332]",0.00019998000199980003,0.0005142342908566286,True,True
BRD-K00818915-001-02-9,0.17299956557469415,"[67, 85, 90, 143]",0.017698230176982303,0.02810245291260348,True,True
BRD-K01826510-001-09-9,0.05827022634146117,"[13, 79, 238, 307]",0.063993600639936,0.07383876996915692,False,False
BRD-K02965346-001-01-8,1.0,"[8, 26, 190, 300]",9.999000099990002e-05,0.0004285285757138572,True,True
BRD-K03063480-001-08-9,0.6081349206349207,"[86, 107, 180, 245]",0.00019998000199980003,0.0005142342908566286,True,True
BRD-K04923131-001-17-9,1.0,"[95, 175, 242, 302]",9.999000099990002e-05,0.0004285285757138572,True,True
BRD-K06182768-001-02-3,0.029367090565997834,"[15, 140, 170, 311]",0.1596840315968403,0.17315135956283886,False,False
BRD-K06883221-001-02-9,0.033034919092247934,"[32, 206, 283, 326]",0.13638636136386362,0.1496923478383869,False,False
BRD-K09372874-001-02-9,0.48816312810336715,"[14, 40, 108, 303]",0.00019998000199980003,0.0005142342908566286,True,True
BRD-K12511835-003-03-9,0.6719047619047619,"[187, 205, 273, 294]",9.999000099990002e-05,0.0004285285757138572,True,True
BRD-K12737986-001-01-4,0.06265640453290983,"[121, 207, 284, 328]",0.05829417058294171,0.06903257042716782,False,False
BRD-K13094524-001-10-9,0.47025688649278874,"[99, 174, 334, 357]",0.00019998000199980003,0.0005142342908566286,True,True
BRD-K13606314-001-02-9,0.01673110456896436,"[5, 126, 191, 352]",0.3524647535246475,0.36047531610475314,False,False
BRD-K16189898-001-26-9,0.656160223405952,"[45, 112, 148, 168]",0.00019998000199980003,0.0005142342908566286,True,True
BRD-K16803204-001-02-9,0.16212341115857176,"[169, 178, 246, 333]",0.0193980601939806,0.029895315553190444,True,True
BRD-K17953061-001-05-1,0.8402777777777778,"[132, 274, 323, 353]",9.999000099990002e-05,0.0004285285757138572,True,True
BRD-K19477839-001-10-9,0.01557446454602474,"[1, 59, 208, 340]",0.38836116388361164,0.39272477246657356,False,False
BRD-K19871656-001-01-3,0.7243055555555555,"[74, 92, 133, 186]",9.999000099990002e-05,0.0004285285757138572,True,True
BRD-K20290250-001-03-9,0.2779294440020691,"[83, 136, 183, 255]",0.007999200079992,0.014190888603447348,True,True
BRD-K21728777-001-03-9,0.4590710159603602,"[21, 124, 279, 354]",0.00019998000199980003,0.0005142342908566286,True,True
BRD-K23383398-001-08-1,0.5774481959264568,"[65, 128, 134, 247]",0.00019998000199980003,0.0005142342908566286,True,True
BRD-K24600306-003-02-9,0.5176115687511289,"[38, 237, 257, 318]",0.00019998000199980003,0.0005142342908566286,True,True
BRD-K24696047-001-03-9,1.0,"[66, 84, 87, 103]",9.999000099990002e-05,0.0004285285757138572,True,True
BRD-K25433859-003-03-1,0.6819522036002483,"[159, 220, 280, 288]",9.999000099990002e-05,0.0004285285757138572,True,True
BRD-K25611237-001-09-9,0.5786935286935286,"[217, 239, 315, 322]",0.00019998000199980003,0.0005142342908566286,True,True
BRD-K28936863-051-14-0,0.08602947326634656,"[60, 94, 301, 346]",0.0400959904009599,0.04943341282310125,True,True
BRD-K30707190-001-06-9,0.28028499278499275,"[241, 264, 299, 324]",0.007999200079992,0.014190888603447348,True,True
BRD-K32730239-001-03-9,0.025056518437137444,"[111, 233, 254, 338]",0.1977802219778022,0.21190738069050236,False,False
BRD-K33818169-003-04-6,0.43362097417948486,"[182, 218, 296, 329]",0.0004999500049995,0.0012160946067555406,True,True
BRD-K36234266-001-10-6,0.013697729180871438,"[9, 96, 213, 359]",0.46035396460353967,0.46035396460353967,False,False
BRD-K37379014-001-02-0,0.7775641025641026,"[58, 80, 129, 197]",9.999000099990002e-05,0.0004285285757138572,True,True
BRD-K38627885-001-01-9,1.0,"[19, 151, 224, 256]",9.999000099990002e-05,0.0004285285757138572,True,True
BRD-K39520573-001-01-2,0.23901452772209664,"[55, 157, 163, 249]",0.0081991800819918,0.014190888603447348,True,True
BRD-K39974922-001-05-9,0.4887963703250081,"[68, 91, 162, 195]",0.00019998000199980003,0.0005142342908566286,True,True
