,ChromaLive+DRAQ7+Cas3/7_4h,ChromaLive+DRAQ7+Cas3/7_24h,ChromaLive_4h,ChromaLive_24h,ChromaLive_48h
0.05,18.88888888888889,55.55555555555556,36.666666666666664,50.0,66.66666666666666
