,ChromaLive+DRAQ7+Cas3/7_4h,ChromaLive+DRAQ7+Cas3/7_24h,ChromaLive_4h,ChromaLive_24h,ChromaLive_48h
0.05,11.11111111111111,64.44444444444444,23.333333333333332,75.55555555555556,81.11111111111111
